,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,ntrk,nshw,true_ntrk,true_nshw,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,55,1,1,1,,1,0,,0,53.843033,-71.44303,392.0183,59.687214,-65.27716,503.1982,-0.028362693,0.113900915,0.9930872,270.637,0.71385914,0.63,0.7514074,1.08,2,,,,32.497517,198.66812,118.800674,38.67993,,,0.8945998,0.0549331,0.8945998,0.0,0.04115508,0.009312017,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,2.0,1.7289288,0.2244885,0.0,3.645043,0.15848847,0.117555186,0.98033786,63.582535,-64.11851,452.21884,61.58734,0.23249876,1.9344287,0.2253323,186.0,0.5067784,1.493207,0.21970727,141,0.77247286,1.7289288,0.2244885,258,0.30601695,0.42974398,0.41083065,0.42974398,0.0,0.15942536,53.82165,-71.35842,391.84244,0,52,11,0.23545718,53.82165,-71.35842,391.84244,51.129875,-70.42935,399.36072,0.005846342,0.010674288,0.23514187,9.142108,2,1,0.23545718,0,0,1,0,1,True,False,0.6387985944747925,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.011221230961382389,-0.006270804908126593,0.9999173879623413,0.011219528503715992,-0.006263475865125656,0.9999174475669861,0.1936997485913288,0.0533848510478784,0.12679240420892046,0.0533848510478784,0.008422716943562026,0.0006710393876624113,0.010269526637467758,0.0006710393876624113,11.551747480729633,-0.04658463,0.0,-0.0,0.0,2.62836544055557,0.0,14.303910360973008,1.7130138449683519,0.0003972635,0.0011857043,0.00044883552,1.375063369479222,0.0004885073,0.007751677555899615,-0.010968685,0.0,0.0,0.0,0.1403148975434504,0.0,0.009598487249805348,0.4033414125442505,0.021381378,-0.084609985,0.1758728,0.07340755316104206,0.19633456
1,55,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,2,1,1,,1,0,,0,79.964836,5.5891914,399.1093,58.551846,12.763004,458.60367,0.053557616,-0.047100853,0.9974534,95.74001,0.33064267,0.22,0.36792022,0.54,2,,,,36.85736,345.88306,183.79753,52.086784,,,0.9002775,0.010570981,0.9002775,0.0,0.07103943,0.018112086,0,52,11,0.05964993,79.89902,5.569083,399.0486,76.29492,7.612766,413.95984,0.008042967,-0.0005742279,0.059100203,17.345509,2,1,0.05964993,0,2.0,2.0191963,0.056829277,0.0,1.5152171,-0.13223909,0.011854903,0.9911471,74.9393,6.0137095,436.2223,37.5057,0.23152891,2.2705493,0.056052435,58.0,0.59307265,2.2503266,0.057502847,45,0.61816555,2.0191963,0.056829277,83,0.3026796,0.49564683,0.38703954,0.49564683,0.0,0.11731362,79.89902,5.569083,399.0486,0,52,11,0.05964993,79.89902,5.569083,399.0486,76.29492,7.612766,413.95984,0.008042967,-0.0005742279,0.059100203,17.345509,2,1,0.05964993,0,0,1,0,1,True,True,0.3471142053604126,0.013499808497726917,0.0004885122762061656,0.9999087452888489,0.013499808497726917,0.0004885122762061656,0.9999087452888489,0.013505510054528713,0.0004902734654024243,0.9999086856842041,0.013499808497726917,0.0004885122762061656,0.9999087452888489,0.1465747973056843,0.12217687414354537,0.06226097252375842,0.12217687414354537,0.0012209299256882246,0.0008904057447319003,0.00134556346769941,0.0008904057447319003,0.37120625390376893,-0.04728676,0.0,0.0,0.0,0.19969346353937523,0.0,0.5111801284531883,4.819188871255064,0.00082377467,0.0036106883,0.00015211044,-0.49040296733563404,0.00022546382,0.00033052418095632426,-0.002820652,0.0,0.0,0.0,0.024397923162138915,0.0,0.0004551577229675096,0.28746427595615387,0.06581879,0.020108223,0.060699463,-0.05991590161978695,0.091765344
1,55,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3,1,1,,1,0,,0,12.744659,-23.775095,169.67496,-13.561597,-46.71902,300.75775,-0.1675916,0.24541548,0.95482165,307.14655,0.79529595,0.71,0.8315956,1.17,2,,,,22.092186,567.3327,138.90482,47.508472,,,0.86406684,0.073425256,0.86406684,0.0,0.04856113,0.013946747,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,2.0,2.1159866,0.4218332,0.0,5.7397966,-0.26656213,-0.23828486,0.933898,-7.8299923,-40.108032,238.19325,73.49271,0.3613062,1.8775544,0.41693196,255.0,1.1512415,2.438027,0.41976553,273,0.4455602,2.1159866,0.4218332,426,0.32123423,0.5882248,0.5882248,0.21573775,11.0,0.19603743,11.76038,-22.595833,169.55856,0,52,11,0.44178265,11.76038,-22.595833,169.55856,13.669631,-24.202976,185.77461,0.021378063,-0.0010165635,0.44126365,17.152355,2,1,0.44178265,0,0,1,0,1,True,True,0.8022838234901428,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.0077658346854150295,-0.00212847045622766,0.9999675750732422,0.007677802816033363,-0.002022919710725546,0.999968409538269,0.3700653384636745,0.04073383568368214,0.30791732248288206,0.04073383568368214,0.05776936097789868,0.0007330258218684455,0.07606699832155478,0.0007330258218684455,77.8094488003813,-0.045156743,0.0,-0.0,0.0,8.084961733960192,0.0,102.77123977387846,0.8160147697960154,0.08369455,0.052189365,0.00068645336,6.559251843455362,0.008984294,0.05703633515603023,-0.019949466,0.0,0.0,0.0,0.32933150277999235,0.0,0.07533397249968633,0.36050117015838623,0.98427963,-1.1792622,0.11639404,0.2671834867991999,1.5404588
1,55,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,4,1,1,,1,0,,0,3.5949855,27.036411,127.098724,-9.729258,19.745384,232.10109,-0.02611049,-0.011791158,0.99958956,137.74187,0.4225515,0.3,0.4616319,0.66,2,,,,18.255554,218.29474,117.04826,30.725395,,,0.9251241,0.014669452,0.9251241,0.0,0.052867863,0.0073385914,0,52,11,0.1190025,3.672907,27.088991,127.10846,0.3509841,23.424122,144.15767,-0.007055122,-0.0058301236,0.11864893,19.4542,2,1,0.1190025,0,2.0,1.845642,0.114371985,0.0,1.8387488,-0.11160726,0.008100636,0.99371934,-3.2691743,27.59286,188.91878,62.200985,0.10513071,1.8277056,0.113311596,82.0,0.59538573,1.7438178,0.11435268,88,0.6124395,1.845642,0.114371985,141,0.3018961,0.7395852,0.7395852,0.13181585,11.0,0.12859896,3.672907,27.088991,127.10846,0,52,11,0.1190025,3.672907,27.088991,127.10846,0.3509841,23.424122,144.15767,-0.007055122,-0.0058301236,0.11864893,19.4542,2,1,0.1190025,0,0,1,0,1,True,True,0.4355611205101013,0.00698031997308135,0.002434437396004796,0.9999726414680481,0.00698031997308135,0.002434437396004796,0.9999726414680481,0.0069733248092234135,0.002429714659228921,0.9999728202819824,0.00698031997308135,0.002434437396004796,0.9999726414680481,0.11895737983844047,0.08395656081578563,0.03601356122335455,0.08395656081578563,0.001618461746637982,0.0008388134008782242,0.0005649125776817993,0.0008388134008782242,0.9294657726539401,-0.03891106,0.0,0.0,0.0,0.4168920056105244,0.0,-0.32653367591606797,2.6601006308130133,-0.021215247,-0.0019410055,-7.658898e-05,-0.5710453016009771,0.00072687847,0.0007796483457597578,-0.0046305135,0.0,0.0,0.0,0.03500081902265484,0.0,-0.00027390082319642486,0.3165586218237877,-0.07792163,-0.05257988,-0.009735107,-0.04794299959243108,0.094505005
1,55,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,5,1,1,,1,0,,0,-58.642384,-62.02403,62.278217,-60.236298,-63.928368,162.9992,0.19404598,0.3050384,0.93236136,103.0947,0.34687242,0.13,0.38457724,0.2,2,,,,15.82519,183.85706,103.28194,22.057276,,,0.80242836,0.023203561,0.80242836,0.0,0.12803721,0.046330847,0,52,11,0.038978167,-58.34986,-61.646603,62.272015,-60.41068,-56.83874,74.395584,-0.0053251535,0.00288048,0.038501713,15.273557,2,1,0.038978167,0,2.0,1.9711605,0.038338725,0.0,3.1745796,-0.021122552,-0.040297337,0.99896467,-58.604954,-62.133266,74.336296,12.076788,0.44699118,1.5505158,0.037309,21.0,0.64573926,2.2818985,0.038774334,39,0.5613974,1.9711605,0.038338725,48,0.3003109,,,,,,-58.34986,-61.646603,62.272015,0,52,11,0.038978167,-58.34986,-61.646603,62.272015,-60.41068,-56.83874,74.395584,-0.0053251535,0.00288048,0.038501713,15.273557,2,1,0.038978167,0,0,1,0,1,True,True,0.3626074492931366,0.0014147075125947595,-0.0055725970305502415,0.9999834895133972,0.0014147075125947595,-0.0055725970305502415,0.9999834895133972,0.0013882637722417712,-0.005606710445135832,0.9999833106994629,0.0014147075125947595,-0.0055725970305502415,0.9999834895133972,0.04141318048982001,0.15992137443928403,0.373913750166034,0.15992137443928403,6.57528877035246e-05,0.0009968606153722469,0.05069668870021819,0.0009968606153722469,-0.9340400386076331,-0.016405141,-0.0,-0.0,0.0,-0.7410403666487809,0.0,49.85634633211693,8.30283485177751,0.00501325,0.006122416,9.960651e-05,1.3381099085538102,0.0045362604,-0.0009311077276687223,-0.00063944235,0.0,0.0,0.0,-0.11850819394946402,0.0,0.049699828084845944,0.3236292824149132,-0.29252243,-0.37742615,0.0062026978,0.21399237572674998,0.47755453
1,55,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,6,1,1,,1,0,,0,-82.49643,88.448166,103.12632,-100.947975,88.94708,181.50563,-0.17035641,0.2907251,0.9415188,140.47975,0.42850545,0.38,0.46764895,0.78,2,,,,24.984869,265.34167,134.67763,32.53045,,,0.81578773,0.026030045,0.81578773,0.0,0.06067054,0.09751166,0,52,11,0.09985289,-83.73081,89.8797,106.40964,-87.80159,90.703964,119.54561,-0.007767147,0.007046854,0.099299304,15.026048,2,1,0.09985289,0,2.0,4.724286,0.0896567,0.0,2.4062884,-0.24557617,0.11755225,0.9622232,-92.88081,94.25962,142.26143,37.259335,0.2488431,2.9164596,0.08974895,79.0,0.51465493,3.4666827,0.08962736,69,0.7909132,4.724286,0.0896567,106,0.31177798,0.5918354,0.04289312,0.3652715,22.0,0.5918354,-83.73081,89.8797,106.40964,0,52,11,0.09985289,-83.73081,89.8797,106.40964,-87.80159,90.703964,119.54561,-0.007767147,0.007046854,0.099299304,15.026048,2,1,0.09985289,0,0,1,0,1,True,True,0.4413395822048187,-0.0008761148201301694,0.008092328906059265,0.9999668598175049,-0.0008761148201301694,0.008092328906059265,0.9999668598175049,-0.0007652040803804994,0.007965805009007454,0.9999679923057556,-0.0008761148201301694,0.008092328906059265,0.9999668598175049,0.27154405430657486,0.0992843616261247,0.33644318127763106,0.0992843616261247,0.006610942214341462,0.0009842883243164954,0.04995699894756579,0.0009842883243164954,5.716469200152506,-0.102112085,-0.0,0.0,0.0,1.7350133481154746,0.0,49.75443618845797,3.4198979438037287,-0.014742275,-0.015927222,-0.030855453,2.3886825252961366,0.023311561,0.005626653890024967,-0.010196187,0.0,0.0,0.0,0.17225969268045016,0.0,0.048972710623249295,0.34148669242858887,1.2343826,-1.4315338,-3.2833176,0.23715881965150637,3.788557
1,55,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,7,1,1,,1,0,,0,-59.00128,-188.56549,337.98822,-63.631138,-149.24506,407.89117,0.114510074,-0.05181907,0.99206966,127.97171,0.4012873,0.26,0.44009042,0.61,2,,,,24.262968,523.1781,153.15376,45.642406,,,0.8568976,0.013925295,0.8568976,0.0,0.10388185,0.025295287,0,52,11,0.20376392,-58.99984,-188.63434,338.03812,-61.075573,-193.77937,359.5421,0.013002732,-0.0051145437,0.20328365,23.420738,2,1,0.20376392,0,2.0,2.0491407,0.18681882,0.0,6.219012,-0.035879314,0.14733818,0.98843527,-60.077652,-184.20831,367.73065,30.039951,0.41102663,1.8404815,0.18570456,176.0,0.48245764,1.9622439,0.18631572,108,0.81828815,2.0491407,0.18681882,234,0.30351,0.4315811,0.4315811,0.4262051,11.0,0.14221379,-58.99984,-188.63434,338.03812,0,52,11,0.20376392,-58.99984,-188.63434,338.03812,-61.075573,-193.77937,359.5421,0.013002732,-0.0051145437,0.20328365,23.420738,2,1,0.20376392,0,0,1,0,1,True,True,0.41496407985687256,0.00132281007245183,-0.016634982079267502,0.9998607635498047,0.00132281007245183,-0.016634982079267502,0.9998607635498047,0.001322688884101808,-0.016628986224532127,0.9998608231544495,0.00132281007245183,-0.016634982079267502,0.9998607635498047,0.1687277984399638,0.06311051694168263,0.11885733258597084,0.06311051694168263,0.005318558149243043,0.0008115789156783114,0.0058622247402075455,0.0008115789156783114,5.553346872987495,-0.08316042,-0.0,-0.0,0.0,1.673529018877741,0.0,6.223234397739305,1.0364944185708076,2.443999e-05,-0.00036497944,-0.00014760537,0.8833205358752035,0.00021717101,0.004506979233564732,-0.016945094,0.0,0.0,0.0,0.10561728149828117,0.0,0.005050645824529234,0.21120016276836395,-0.0014419556,0.068847656,-0.04989624,0.05574681564428821,0.08503948
1,55,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,8,1,1,,1,0,,0,80.885704,122.263054,400.4401,174.7931,143.10551,495.7013,0.060965642,0.06313999,0.9961409,577.6081,1.4189373,1.33,1.441069,1.8,2,,,,31.740093,296.31238,172.56981,32.08831,,,0.8033454,0.11477601,0.8033454,0.0,0.07024425,0.011634347,0,52,11,0.21871284,80.952835,122.37855,400.2476,82.97431,124.25606,407.52286,0.010059055,0.009996769,0.21825197,8.608272,2,1,0.21871284,0,2.0,1.8491998,0.19435984,0.0,3.057073,0.43334278,0.16649787,0.8857159,108.50351,132.964,456.55884,63.5771,0.26983213,2.1521373,0.20384073,157.0,0.5110303,1.5885605,0.20216694,139,1.0044646,1.8491998,0.19435984,222,0.33870906,0.5859326,0.33224478,0.5859326,0.0,0.08182259,80.952835,122.37855,400.2476,0,52,11,0.21871284,80.952835,122.37855,400.2476,82.97431,124.25606,407.52286,0.010059055,0.009996769,0.21825197,8.608272,2,1,0.21871284,0,0,1,0,1,True,True,1.4228657484054565,0.013590020127594471,0.010733116418123245,0.9998500347137451,0.013590020127594471,0.010733116418123245,0.9998500347137451,0.013583906926214695,0.010722809471189976,0.9998502731323242,0.013590020127594471,0.010733116418123245,0.9998500347137451,0.46625266254919245,0.04772210078992665,0.07076922882757544,0.04772210078992665,0.04225218574297823,0.0004980963741020153,0.007126115404533964,0.0004980963741020153,83.82733049232064,-0.11134691,0.0,0.0,0.0,8.770162143566209,0.0,13.306700018407406,5.505634379532852,-0.00082926115,-0.000943742,0.0004809645,0.4829445404992243,0.00054965366,0.041754089368876215,-0.024352998,0.0,0.0,0.0,0.4185305617592658,0.0,0.006628019030431949,1.204152911901474,-0.06713104,-0.115493774,0.19250488,0.023047128037648794,0.234315
1,55,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,10,1,1,,1,0,,0,200.90053,81.763954,116.01142,197.68285,91.09657,233.78958,0.00068664254,0.04546337,0.99896574,127.50894,0.4002792,0.35,0.4390671,0.73,2,,,,29.578896,289.33838,136.99368,34.84637,,,0.80766106,0.030706782,0.80766106,0.0,0.098805256,0.062826894,0,52,11,0.25032246,200.95966,82.00424,115.812744,201.3,83.88856,152.85352,0.0016349079,0.0058976533,0.25024712,37.349403,2,0,0.25032246,0,2.0,3.213869,0.19892706,0.0,2.1984172,-0.032324363,0.06710534,0.99722224,198.03474,88.07637,206.04788,90.486496,0.07240437,,0.19868354,141.0,0.5388647,,0.1991691,121,0.6810501,3.213869,0.19892706,229,0.30083564,0.47077864,0.47077864,0.19953926,11.0,0.32968208,200.95966,82.00424,115.812744,0,52,11,0.25032246,200.95966,82.00424,115.812744,201.3,83.88856,152.85352,0.0016349079,0.0058976533,0.25024712,37.349403,2,0,0.25032246,0,0,1,0,1,False,False,0.36560043692588806,0.02472766675055027,0.007374804001301527,0.9996670484542847,0.02472766675055027,0.007374804001301527,0.9996670484542847,0.024721911177039146,0.007353064604103565,0.9996673464775085,0.02472766675055027,0.007374804001301527,0.9996670484542847,0.0826579736329213,0.024356347100600695,0.045065137387972236,0.024356347100600695,0.0013591374279173422,0.0001484992051664912,0.0007424857191487109,0.0001484992051664912,8.152489579951173,-0.20531678,0.0,0.0,0.0,2.3936933683656823,0.0,3.9999305943507677,0.46051790669555115,-0.00029422724,-0.0029301872,0.0017155026,0.8502420417083317,0.0012899495,0.001210638222750851,-0.0513954,0.0,0.0,0.0,0.0583016265323206,0.0,0.0005939865139822198,0.1152779757976532,-0.059127808,-0.24028778,0.19867706,0.02070879028737154,0.3173435
1,14,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,2,1,1,,1,0,,0,105.784775,-195.97842,66.79583,91.44598,-203.25632,231.09723,-0.058898695,-0.028671151,0.9978522,202.19916,0.5629665,0.44,0.60218924,0.86,2,,,,17.88671,218.66382,107.82086,24.25336,,,0.8262092,0.10696522,0.8262092,0.0,0.064938985,0.0018866281,0,52,11,0.19529612,105.84053,-196.0006,66.76044,95.322845,-201.55374,95.71906,-0.00951496,-0.006873344,0.1949424,33.39472,2,1,0.19529612,0,2.0,1.8817456,0.17974181,0.0,1.1345325,-0.09328356,-0.030859752,0.9951611,91.06179,-200.88965,224.42192,158.4281,0.05702222,2.3097408,0.1778867,132.0,0.6371385,2.3433177,0.17886741,144,0.57218504,1.8817456,0.17974181,213,0.30145872,0.6458278,0.6458278,0.23584089,11.0,0.11833136,105.84053,-196.0006,66.76044,0,52,11,0.19529612,105.84053,-196.0006,66.76044,95.322845,-201.55374,95.71906,-0.00951496,-0.006873344,0.1949424,33.39472,2,1,0.19529612,0,0,1,0,1,False,False,0.45250824093818665,0.016245819628238678,-0.017705632373690605,0.999711275100708,0.016245819628238678,-0.017705632373690605,0.999711275100708,0.016240732744336128,-0.017703576013445854,0.9997113347053528,0.016245819628238678,-0.017705632373690605,0.999711275100708,0.11046624473353879,0.06730912714023336,0.07597589963815184,0.06730912714023336,0.002193351839679235,0.0008847927198787901,0.002612030209411595,0.0008847927198787901,1.4789442661550243,-0.07964474,0.0,-0.0,0.0,0.6411777930709295,0.0,1.9521379987952696,1.3170364702667865,-0.0005267889,-0.00011311711,0.0005301457,0.1287607322534717,0.0002995714,0.0013085591198004451,-0.015554309,0.0,0.0,0.0,0.04315711759330543,0.0,0.0017272374895328049,0.2572121173143387,-0.055755615,0.02217102,0.03539276,0.008666772497918473,0.06966269
1,14,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,3,1,1,,1,0,,0,66.77099,149.23955,404.90894,110.89039,160.32492,500.7962,0.029487988,0.030579004,0.9990973,191.34416,0.53922963,0.48,0.57859576,0.9,2,,,,55.223877,459.94406,206.13632,41.50013,,,0.9070439,0.048152626,0.9070439,0.0,0.04040197,0.0044015073,0,52,11,0.5909844,66.843895,149.27484,404.795,74.45775,152.38695,441.4697,0.016580997,0.02625911,0.59016764,38.985252,2,1,0.5909844,0,2.0,2.2087946,0.5424461,0.0,6.0836787,0.15843758,0.025960771,0.98702765,80.97085,151.58961,492.8025,89.16416,0.13289337,2.0833757,0.54124624,358.0,0.58139926,2.3358483,0.53929204,308,0.63690054,2.2087946,0.5424461,527,0.30394286,0.84586924,0.84586924,0.06281793,11.0,0.09131282,66.843895,149.27484,404.795,0,52,11,0.5909844,66.843895,149.27484,404.795,74.45775,152.38695,441.4697,0.016580997,0.02625911,0.59016764,38.985252,2,1,0.5909844,0,0,1,0,1,True,False,0.49149128794670105,0.01234753429889679,0.013086659833788872,0.99983811378479,0.01234753429889679,0.013086659833788872,0.99983811378479,0.012341021560132504,0.013083437457680702,0.9998382925987244,0.01234753429889679,0.013086659833788872,0.99983811378479,0.14734790676472023,0.03508396089019406,0.02450888215014232,0.03508396089019406,0.011777266806211065,0.0007274334314765409,0.0002952315938362746,0.0007274334314765409,15.190164345767865,-0.08213132,0.0,0.0,0.0,3.1998652098002953,0.0,-0.5941462392826585,-0.1683515088592893,-0.0010906978,-0.00023643354,0.00028143162,-0.3014220308006177,0.00032017022,0.011049833374734523,-0.048538327,0.0,0.0,0.0,0.11226394587452618,0.0,-0.0004322018376402663,-0.0994931161403656,-0.072906494,-0.03529358,0.11392212,-0.01057507874005174,0.13978285
1,14,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,4,1,1,,1,0,,0,-46.940437,48.52675,172.99783,-59.95908,68.10393,401.59103,0.013454509,-0.010658321,0.9998527,356.8201,0.9071655,0.84,0.9414677,1.31,2,,,,44.194492,399.8988,237.25871,94.92132,,,0.7938655,0.13444449,0.7938655,0.0,0.06531684,0.006373192,0,52,11,0.4081681,-46.979942,48.543667,172.96527,-49.802914,40.448902,208.13745,-0.0017656337,-0.00987204,0.40804458,37.497997,2,1,0.4081681,0,2.0,1.8265445,0.39306146,0.0,4.3770304,-0.0696614,0.007252244,0.99754417,-53.235603,49.194923,262.5457,89.80094,0.16294406,1.7985828,0.38951653,290.0,0.5939974,1.6607872,0.39083654,261,0.6091476,1.8265445,0.39306146,449,0.30073857,0.8312225,0.8312225,0.0802341,11.0,0.08854344,-46.979942,48.543667,172.96527,0,52,11,0.4081681,-46.979942,48.543667,172.96527,-49.802914,40.448902,208.13745,-0.0017656337,-0.00987204,0.40804458,37.497997,2,1,0.4081681,0,0,1,0,1,True,True,0.9132978916168213,0.0024183127097785473,0.0043446896597743034,0.9999876022338867,0.0024183127097785473,0.0043446896597743034,0.9999876022338867,0.0024218412581831217,0.004343162290751934,0.9999876022338867,0.0024183127097785473,0.0043446896597743034,0.9999876022338867,0.07219514993093763,0.029317913461594465,0.018620239649063775,0.029317913461594465,0.0020486912249336664,0.00035083683522679353,0.0003166525483421965,0.00035083683522679353,4.8394416413240045,-0.03701085,-0.0,0.0,0.0,1.4624927700094001,0.0,-0.09743642472005272,1.2375532907817544,-0.00084089086,-0.00034851473,0.00018825893,-0.36488523736671447,0.00029036746,0.0016978543897068728,-0.015106648,0.0,0.0,0.0,0.04287723646934317,0.0,-3.418428688459701e-05,0.5051297843456268,0.039505005,-0.016918182,0.032562256,-0.01069767381253069,0.053918187
1,14,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
