,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,ntrk,nshw,true_ntrk,true_nshw,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,46,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,5,1,1,,1,0,,0,69.418175,-105.37347,232.41261,67.52023,-115.76023,278.77173,0.053253762,-0.1360565,0.9892688,49.82109,0.22566275,0.15,0.25847676,0.37,2,,,,45.12617,212.22003,145.92683,92.41239,,,0.91298515,0.008367921,0.91298515,0.0,0.052007105,0.026639827,0,52,11,0.08612743,69.5336,-105.364586,232.30623,67.59746,-107.30163,250.0675,-0.00046029978,-0.008528759,0.08570135,18.278027,2,1,0.08612743,0,2.0,1.8544818,0.0835578,0.0,2.9944017,-0.11669784,-0.18106148,0.97652376,66.27718,-110.417046,259.55582,27.904673,0.071004525,1.8304138,0.0838654,59.0,0.90509194,1.8133525,0.08231424,61,0.4650689,1.8544818,0.0835578,97,0.30721217,0.48823002,0.43305686,0.48823002,0.0,0.07871309,69.5336,-105.364586,232.30623,0,52,11,0.08612743,69.5336,-105.364586,232.30623,67.59746,-107.30163,250.0675,-0.00046029978,-0.008528759,0.08570135,18.278027,2,1,0.08612743,0,0,1,0,1,True,True,0.2491733729839325,0.012777034193277359,-0.009379316121339798,0.9998744130134583,0.012777034193277359,-0.009379316121339798,0.9998744130134583,0.01276664063334465,-0.009380018338561058,0.999874472618103,0.012777034193277359,-0.009379316121339798,0.9998744130134583,0.21671927540883484,0.09161837163424723,0.13351040523578078,0.09161837163424723,0.003924479583156391,0.0007229472774748205,0.004441522426595509,0.0007229472774748205,4.428445068448406,-0.029835219,0.0,-0.0,0.0,1.36545652954854,0.0,5.143632551061377,1.8930779938940268,-0.0016599904,8.428463e-05,0.00045794845,0.4572449046439304,0.00059466454,0.0032015323056815703,-0.0025696307,0.0,0.0,0.0,0.1251009037745876,0.0,0.003718575149120688,0.1630459427833557,-0.11542511,-0.008880615,0.10638428,0.041892033601533554,0.15722416
1,46,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,6,1,1,,1,0,,0,-10.936245,59.674713,48.090633,19.19622,98.77619,294.66656,-0.022902524,-0.09841171,0.9948822,854.0352,2.0858479,1.91,2.0909016,2.34,2,,,,37.424503,312.55273,180.9865,49.028316,,,0.8748399,0.07834736,0.8748399,0.0,0.042877678,0.003935037,0,52,11,0.3144392,-11.115705,59.612495,48.026676,-14.601434,61.855064,58.545555,0.013114776,-0.010622366,0.31398556,14.345903,2,1,0.3144392,0,2.0,1.8748727,0.2790008,0.0,2.4250207,0.025723066,0.07176569,0.9970898,-8.156242,67.8692,162.74275,115.050896,0.17055143,1.7059383,0.27920038,219.0,0.5350495,2.5261562,0.27810144,202,0.6874522,1.8748727,0.2790008,322,0.3008756,0.6041732,0.6041732,0.23204777,11.0,0.16377904,-11.115705,59.612495,48.026676,0,52,11,0.3144392,-11.115705,59.612495,48.026676,-14.601434,61.855064,58.545555,0.013114776,-0.010622366,0.31398556,14.345903,2,1,0.3144392,0,0,1,0,1,True,True,2.08852219581604,0.005691728089004755,0.005395593587309122,0.9999692440032959,0.005691728089004755,0.005395593587309122,0.9999692440032959,0.00570793729275465,0.005401193164288998,0.9999691247940063,0.005691728089004755,0.005395593587309122,0.9999692440032959,0.06940030356063358,0.05324291701887899,0.10785542385061452,0.05324291701887899,0.0013437799952620206,0.0008913748472861716,0.024295345239491374,0.0008913748472861716,0.5075363629041314,-0.11270356,-0.0,0.0,0.0,0.30346546444901706,0.0,26.256036350430552,5.642054003529012,-0.016144687,0.0010437025,0.0013317019,1.0257234180533517,0.0025908896,0.00045240514797584904,-0.03543842,0.0,0.0,0.0,0.01615738654175459,0.0,0.023403970392205202,1.774082988500595,0.17945957,0.062217712,0.063957214,0.054612506831735526,0.20041783
1,46,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,7,1,1,,1,0,,0,1.0608423,146.39447,453.20105,9.0449915,143.91183,504.33926,0.007835015,-0.0033874314,0.99996364,54.817112,0.23760077,0.18,0.2711327,0.39,2,,,,30.91776,176.99872,85.41001,36.278545,,,0.6570457,0.036263555,0.6570457,0.0,0.25559992,0.051090807,0,52,11,0.33221146,1.116971,146.51097,453.01715,3.905328,147.06694,499.0984,0.0007150997,-0.0051075993,0.33217102,47.542347,2,1,0.33221146,0,0.0,1.9137604,0.24564257,0.0,5.5272813,0.107608065,-0.023711713,0.9939107,6.0147653,145.43173,498.25513,45.51512,0.095466636,1.9137604,0.25157487,145.0,0.62969595,1.8721356,0.25357574,143,0.57972103,1.8219882,0.24564257,246,0.30183798,0.89829344,0.89829344,0.04233498,11.0,0.059371594,1.116971,146.51097,453.01715,0,52,11,0.33221146,1.116971,146.51097,453.01715,3.905328,147.06694,499.0984,0.0007150997,-0.0051075993,0.33217102,47.542347,2,1,0.33221146,0,0,1,0,1,True,False,0.2087191790342331,0.006558028049767017,0.012791024520993233,0.9998966455459595,0.006558028049767017,0.012791024520993233,0.9998966455459595,0.006553024053573608,0.012780651450157166,0.9998968243598938,0.006558028049767017,0.012791024520993233,0.9998966455459595,0.10765881846340522,0.02850720500400272,0.016214648683171205,0.02850720500400272,0.0028471008798299953,0.0002699752137436071,5.487536787398729e-05,0.0002699752137436071,9.545786186630673,-0.2605837,0.0,0.0,0.0,2.7765476639428086,0.0,-0.7967392372319708,-0.37172794666124587,-0.050250847,-0.0007951681,0.00040594253,-0.4312087529838687,0.00047217996,0.0025771256660863883,-0.08656889,0.0,0.0,0.0,0.0791516134594025,0.0,-0.00021509984586961983,-0.1234922856092453,-0.05612874,-0.116500854,0.18389893,-0.012292556320831514,0.22481482
1,46,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,8,1,1,,1,0,,0,79.27709,186.49672,262.4016,60.05935,171.04742,408.19916,-0.0462046,0.051957287,0.9975799,243.58435,0.6539453,0.57,0.6922737,1.02,2,,,,22.273565,231.57263,121.07589,29.4925,,,0.87398374,0.07181854,0.87398374,0.0,0.04659382,0.0076038926,0,52,11,0.5356172,79.29484,186.56657,262.28772,80.01642,190.22263,293.99396,-0.007133173,0.012626984,0.5354206,32.94046,2,1,0.5356172,0,2.0,1.8227018,0.50464135,0.0,5.8390646,-0.03219878,0.0119238375,0.9994103,76.512054,187.59709,348.66177,86.42503,0.13197295,2.0028224,0.50196165,349.0,0.58819896,1.8085291,0.5025067,309,0.6130221,1.8227018,0.50464135,535,0.30017704,0.9118831,0.9118831,0.03702185,11.0,0.051095024,79.29484,186.56657,262.28772,0,52,11,0.5356172,79.29484,186.56657,262.28772,80.01642,190.22263,293.99396,-0.007133173,0.012626984,0.5354206,32.94046,2,1,0.5356172,0,0,1,0,1,True,True,0.6624259948730469,0.01360821258276701,0.01656179502606392,0.9997702836990356,0.01360821258276701,0.01656179502606392,0.9997702836990356,0.01360650360584259,0.016555430367588997,0.9997703433036804,0.01360821258276701,0.01656179502606392,0.9997702836990356,0.04604591802667988,0.027823196369945864,0.06955128026318173,0.027823196369945864,0.0010699540056952714,0.0004146374591630715,0.0032044066474246646,0.0004146374591630715,1.5804566906591826,-0.05783201,0.0,0.0,0.0,0.6549470957412314,0.0,6.7282131090920405,0.23675271931908662,-0.00022379731,-0.00037442258,0.0004342239,1.4997588105408992,0.00040658392,0.0006553165465321999,-0.030975819,0.0,0.0,0.0,0.018222721656734015,0.0,0.002789769188261593,0.12680882215499878,-0.017745972,-0.06985474,0.1138916,0.04172808389323587,0.13478094
1,46,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,9,1,1,,1,0,,0,-64.43485,-172.12,146.256,-95.05765,-87.622826,230.57516,0.020244446,0.043853432,0.9988328,449.29233,1.118682,0.9,1.1484845,1.37,2,,,,11.357401,138.62071,77.81716,12.207525,,,0.90471643,0.054160476,0.90471643,0.0,0.039863914,0.0012591544,0,52,11,0.25620613,-64.509445,-172.00749,146.15497,-62.57343,-172.58388,178.73132,0.007537278,0.004192118,0.25606042,32.959015,2,1,0.25620613,0,2.0,2.1400177,0.24323197,0.0,2.424699,-0.23457718,0.6776906,0.6969283,-88.040886,-104.025444,216.06683,100.314285,0.53135765,1.9959892,0.24215749,189.0,0.3207316,2.245878,0.24384364,191,1.2582144,2.1400177,0.24323197,261,0.43046033,0.45150334,0.45150334,0.32177353,11.0,0.22672312,-64.509445,-172.00749,146.15497,0,52,11,0.25620613,-64.509445,-172.00749,146.15497,-62.57343,-172.58388,178.73132,0.007537278,0.004192118,0.25606042,32.959015,2,1,0.25620613,0,0,1,0,1,True,True,1.1236605644226074,0.0008513627690263093,-0.015430159866809845,0.9998806118965149,0.0008513627690263093,-0.015430159866809845,0.9998806118965149,0.0008580462890677154,-0.015440110117197037,0.9998804330825806,0.0008513627690263093,-0.015430159866809845,0.9998806118965149,0.8145600164929091,0.04274934196948004,0.06240152570141213,0.04274934196948004,0.16138636099968473,0.00046821829190064836,0.004375478515381424,0.00046821829190064836,343.6818797799755,-0.050639533,-0.0,-0.0,0.0,18.054328767784227,0.0,8.344954246917505,3.385767765429458,-0.001156305,0.000654059,0.00069124193,0.45970728031234576,0.0007182219,0.1609181427077841,-0.012974158,0.0,0.0,0.0,0.7718106745234291,0.0,0.003907260223480776,0.8674544394016266,0.07459259,-0.11250305,0.10102844,0.019652183731932088,0.16860527
1,46,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,10,1,1,,1,0,,0,73.695114,-156.06781,209.4763,69.7775,-174.8621,356.86017,0.05676256,-0.0067443685,0.9983649,188.0599,0.53205734,0.28,0.5714562,0.63,2,,,,16.0076,204.29619,100.45612,22.535692,,,0.8562822,0.030819982,0.8562822,0.0,0.0929833,0.019914558,0,52,11,0.15844788,73.70563,-156.03566,209.4516,73.774864,-154.78789,244.22397,0.013023403,-0.0055302856,0.15781406,37.74514,2,1,0.15844788,0,2.0,2.0865524,0.15154283,0.0,1.0526468,-0.016775887,-0.13125892,0.99120617,71.29051,-174.93217,352.14923,143.96361,0.038891956,2.4365177,0.15106247,123.0,0.7854852,2.1629555,0.14805903,125,0.49238718,2.0865524,0.15154283,201,0.30266157,0.66477436,0.66477436,0.2598176,11.0,0.07540802,73.70563,-156.03566,209.4516,0,52,11,0.15844788,73.70563,-156.03566,209.4516,73.774864,-154.78789,244.22397,0.013023403,-0.0055302856,0.15781406,37.74514,2,1,0.15844788,0,0,1,0,1,True,True,0.5424469709396362,0.013174463994801044,-0.013917452655732632,0.999816358089447,0.013174463994801044,-0.013917452655732632,0.999816358089447,0.01317349448800087,-0.013920287601649761,0.9998162984848022,0.013174463994801044,-0.013917452655732632,0.999816358089447,0.12148381091893937,0.07225630556004385,0.04420323655839907,0.07225630556004385,0.002236516983381394,0.0008272521953268409,0.0010599013064477175,0.0008272521953268409,1.7035491667662048,-0.04357931,0.0,-0.0,0.0,0.6812900961008619,0.0,0.2812311800864533,2.423504200077173,-0.00014263912,0.00020604437,0.00011794601,-0.38824388797920373,0.00015434265,0.0014092647880545534,-0.006905049,0.0,0.0,0.0,0.049227505358895515,0.0,0.00023264911112087663,0.3839990943670273,-0.010513306,-0.03215027,0.02470398,-0.02805306900164478,0.041886225
1,97,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,1,1,1,,1,0,,0,-50.002842,175.4258,292.09985,-49.100452,178.82176,440.30368,0.012649845,0.025406504,0.9995972,325.67667,0.8368843,0.78,0.8724753,1.25,2,,,,33.032894,108.361626,56.981895,33.680454,,,0.709324,0.19465879,0.709324,0.0,0.08407472,0.011942496,0,52,11,0.5685678,-49.86754,175.36748,292.53296,-54.625244,172.19043,341.27686,-0.012952382,0.018311562,0.568125,50.452152,2,1,0.5685678,0,2.0,1.9074247,0.5446654,0.0,4.42538,0.013281624,-0.037160557,0.99922115,-48.23287,170.79384,415.51474,123.07765,0.1479538,1.9568889,0.5424992,389.0,0.6418093,2.0608082,0.5421035,357,0.56412977,1.9074247,0.5446654,581,0.30023384,0.86123925,0.86123925,0.059551567,11.0,0.07920915,-49.86754,175.36748,292.53296,0,52,11,0.5685678,-49.86754,175.36748,292.53296,-54.625244,172.19043,341.27686,-0.012952382,0.018311562,0.568125,50.452152,2,1,0.5685678,0,0,1,0,1,True,True,0.8435277938842773,0.0021367655135691166,0.01552759949117899,0.9998771548271179,0.0021367655135691166,0.01552759949117899,0.9998771548271179,0.0021248669363558292,0.015533359721302986,0.9998770952224731,0.0021367655135691166,0.01552759949117899,0.9998771548271179,0.0538647604739838,0.029991547042698963,0.014431950627665847,0.029991547042698963,0.0015802989458190615,0.0005114227070576065,0.00017569098023204085,0.0005114227070576065,2.090005437793471,-0.042039692,-0.0,0.0,0.0,0.795998065631511,0.0,-0.6564662112035414,0.4836010330239538,0.002713258,0.00033255364,-0.0014805356,-0.5187993934717979,0.0013271961,0.001068876238761455,-0.023902416,0.0,0.0,0.0,0.02387321343128484,0.0,-0.0003357317268255656,0.2749599814414978,-0.1353035,0.05831909,-0.43310547,-0.015559596415033116,0.4574806
1,97,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,2,1,1,,1,0,,0,-185.70842,95.743675,12.182909,-183.77377,92.50251,21.53212,0.12799072,-0.20617676,0.97010803,10.149509,0.11174596,0.14,0.13312264,0.26,2,,,,14.174864,214.54105,108.3934,19.636467,,,0.9116858,0.011115773,0.9116858,0.0,0.06617091,0.011027511,0,52,11,0.0269926,-186.24982,95.42825,12.237262,-184.47525,92.010605,21.510302,0.0017956157,-0.004371688,0.026570726,10.749737,2,1,0.0269926,0,2.0,1.7560781,0.026653092,0.0,2.8707678,0.19664067,-0.31964538,0.9269086,-184.42415,92.46056,20.842966,9.2843075,0.11550932,1.917614,0.02678866,27.0,1.6074302,1.6262238,0.0264251,11,0.40525463,1.7560781,0.026653092,33,0.3236565,,,,,,-186.24982,95.42825,12.237262,0,52,11,0.0269926,-186.24982,95.42825,12.237262,-184.47525,92.010605,21.510302,0.0017956157,-0.004371688,0.026570726,10.749737,2,1,0.0269926,0,0,1,0,1,True,True,0.15378832817077637,-0.010192276909947395,0.008664879947900772,0.9999105334281921,-0.010192276909947395,0.008664879947900772,0.9999105334281921,-0.01014317013323307,0.008693564683198929,0.9999107122421265,-0.010192276909947395,0.008664879947900772,0.9999105334281921,0.3974483751717505,0.18801441828452592,0.25788782238959523,0.18801441828452592,0.004210261355632158,0.0009541728088533388,0.010227866382307858,0.0009541728088533388,3.4124725799845095,-0.01257782,-0.0,0.0,0.0,1.1139249787230896,0.0,9.719092272812746,4.697425436161314,-0.0029068328,0.003305332,-0.0044415784,0.3716385410364035,0.0030001837,0.003256088546778819,-0.00033950806,0.0,0.0,0.0,0.2094339568872246,0.0,0.00927369357345452,0.12679572775959969,0.5413971,0.31542206,-0.05435276,0.06987340410506931,0.62893254
1,97,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,3,1,1,,1,0,,0,49.068836,-166.47784,402.4828,46.406578,-161.60162,416.07294,-0.14146107,0.11254934,0.98352504,15.086399,0.13044102,0.12,0.15444127,0.26,2,,,,11.8545885,193.29184,80.438354,17.453873,,,0.9301767,0.0043176385,0.9301767,0.0,0.050073493,0.01543218,0,52,11,0.04808273,48.837017,-166.42564,402.39398,47.249577,-162.57214,415.81165,0.0038922431,0.00544293,0.04761211,16.377089,2,1,0.04808273,0,2.0,2.1148336,0.04600053,0.0,3.2882245,-0.21603175,0.3502194,0.9114147,45.814846,-161.52626,415.1442,13.989474,0.14362983,2.213773,0.04637843,49.0,0.39525366,2.2240915,0.045594953,23,1.9683949,2.1148336,0.04600053,56,0.32915863,,,,,,48.837017,-166.42564,402.39398,0,52,11,0.04808273,48.837017,-166.42564,402.39398,47.249577,-162.57214,415.81165,0.0038922431,0.00544293,0.04761211,16.377089,2,1,0.04808273,0,0,1,0,1,True,True,0.16786469519138336,0.01077114325016737,-0.014593275263905525,0.9998354911804199,0.01077114325016737,-0.014593275263905525,0.9998354911804199,0.010791381821036339,-0.01459773350507021,0.9998351335525513,0.01077114325016737,-0.014593275263905525,0.9998354911804199,0.442165911968344,0.1462454011353223,0.19936043601827666,0.1462454011353223,0.008993595351433547,0.0010283798744047644,0.0066717123862415914,0.0010283798744047644,7.745401942681076,-0.04330458,0.0,-0.0,0.0,2.023451736162312,0.0,5.487595247916768,2.4911638623983214,0.004746792,0.0003136555,0.00022069454,0.3631911463240235,0.00057892845,0.007965215477028782,-0.0020822026,0.0,0.0,0.0,0.2959205108330217,0.0,0.005643332511836827,0.1197819635272026,0.23181915,-0.052200317,0.08880615,0.053115034882954354,0.25367603
1,97,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,4,1,1,,1,0,,0,6.196241,192.665,347.89682,4.7063417,198.46631,504.0206,-0.019479986,-0.017791528,0.9996519,233.074,0.63076437,0.56,0.66935813,1.0,2,,,,20.428797,330.70145,119.92715,30.530731,,,0.74796724,0.12439892,0.74796724,0.0,0.12096385,0.006669988,0,62,11,1.6442767,6.24342,192.5628,347.95743,7.5805535,190.99962,376.8301,-0.015319288,0.02219648,1.6440555,29.724955,2,1,1.6442767,0,2.0,1.7671931,1.4431903,0.0,12.366855,-0.031195924,0.03648272,0.9988472,2.6029105,196.82028,464.52115,116.69825,0.15385208,1.6815442,1.433779,892.0,0.564952,2.012809,1.433673,772,0.64126045,1.7671931,1.4431903,1328,0.30034626,0.9395836,0.9395836,0.01642703,11.0,0.04398937,6.24342,192.5628,347.95743,0,62,11,1.6442767,6.24342,192.5628,347.95743,7.5805535,190.99962,376.8301,-0.015319288,0.02219648,1.6440555,29.724955,2,1,1.6442767,0,0,1,0,1,True,False,0.5698804259300232,0.007069983519613743,0.0169660747051239,0.9998310804367065,0.007069983519613743,0.0169660747051239,0.9998310804367065,0.007065863348543644,0.01697516441345215,0.9998309016227722,0.007069983519613743,0.0169660747051239,0.9998310804367065,0.04297016700499071,0.01675341086653027,0.04374558232390489,0.01675341086653027,0.0026647575127864104,0.0004615102931659642,0.0010905664785041062,0.0004615102931659642,4.773993673047145,-0.12229475,0.0,0.0,0.0,1.564860812363643,0.0,1.363038256466203,-0.6534157464482662,-0.007556631,0.0005306742,-0.00017418197,1.6111448392457919,0.00032140507,0.002203247219620446,-0.2010864,0.0,0.0,0.0,0.026216756138460442,0.0,0.000629056185338142,-1.0743963122367859,-0.047179222,0.10218811,-0.06060791,0.026992171457374616,0.1278343
1,97,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,5,1,1,,1,0,,0,136.31158,-84.64128,116.587006,123.384766,-64.49842,182.91298,-0.069107264,0.029518215,0.9971725,71.11421,0.27542025,0.17,0.3107822,0.36,2,,,,33.959373,201.93121,121.42168,40.205788,,,0.8715153,0.011096927,0.8715153,0.0,0.06394599,0.053441815,0,62,11,0.08294936,136.35762,-84.714966,116.509056,129.759,-79.78577,139.01764,-0.0040921704,0.0049820067,0.082696855,25.279526,2,1,0.08294936,0,2.0,1.9185042,0.08015124,0.0,3.385648,-0.17412642,0.2759912,0.94525594,132.23538,-78.1812,138.88689,23.673824,0.1686215,2.1798053,0.08366737,75.0,0.42155948,1.9135584,0.08385062,44,1.2841774,1.9185042,0.08015124,102,0.31737435,0.5367797,0.33376113,0.5367797,0.0,0.12945917,136.35762,-84.714966,116.509056,0,62,11,0.08294936,136.35762,-84.714966,116.509056,129.759,-79.78577,139.01764,-0.0040921704,0.0049820067,0.082696855,25.279526,2,1,0.08294936,0,0,1,0,1,True,True,0.29499152302742004,0.01891905814409256,-0.007619060110300779,0.9997920393943787,0.01891905814409256,-0.007619060110300779,0.9997920393943787,0.018914785236120224,-0.00761238019913435,0.9997920989990234,0.01891905814409256,-0.007619060110300779,0.9997920393943787,0.34915458345355144,0.09619935285496724,0.09560492287422646,0.09619935285496724,0.00977115105827242,0.0007676395720522935,0.0026963113948637986,0.0007676395720522935,11.72882667076312,-0.033732932,0.0,-0.0,0.0,2.6294899403319936,0.0,2.512470556533684,2.556284381729545,-0.00033761052,-0.00086979545,0.00066904264,-0.006179147396520979,0.00058847026,0.009003511486220127,-0.0027981251,0.0,0.0,0.0,0.2529552305985842,0.0,0.001928671822811505,0.2120421603322029,-0.046035767,0.07368469,0.077949524,-0.0005944299807407738,0.11672555
1,97,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,6,1,1,,1,0,,0,-153.44244,101.44146,385.40485,-98.02811,85.19673,501.49857,-0.017471224,0.082664065,0.9964243,241.52798,0.6494058,0.45,0.6877878,0.86,2,,,,19.737692,209.98509,117.04713,30.150623,,,0.89396095,0.04769402,0.89396095,0.0,0.045712184,0.012632836,0,52,11,0.179408,-153.47856,101.49244,385.24054,-157.86517,102.0698,412.3188,-0.007624993,0.0086838715,0.1790347,30.40007,2,1,0.179408,0,2.0,1.9942818,0.17198923,0.0,3.772691,0.12695602,-0.034271814,0.9913161,-147.6909,99.93006,430.4326,45.587944,0.2663389,3.010452,0.17142504,120.0,0.64380753,2.4603052,0.17033634,125,0.5710606,1.9942818,0.17198923,184,0.302628,0.8287461,0.11071989,0.8287461,0.0,0.06053404,-153.47856,101.49244,385.24054,0,52,11,0.179408,-153.47856,101.49244,385.24054,-157.86517,102.0698,412.3188,-0.007624993,0.0086838715,0.1790347,30.40007,2,1,0.179408,0,0,1,0,1,True,False,0.462237685918808,-0.0069803944788873196,0.008913815952837467,0.9999359250068665,-0.0069803944788873196,0.008913815952837467,0.9999359250068665,-0.0069771213456988335,0.008909209631383419,0.9999359250068665,-0.0069803944788873196,0.008913815952837467,0.9999359250068665,0.14110705621092598,0.05315951371982159,0.07459762124070834,0.05315951371982159,0.003424512227944025,0.0005069951458853983,0.0025722626295966856,0.0005069951458853983,5.754526657180473,-0.04135137,-0.0,0.0,0.0,1.6544083332784776,0.0,4.073544885927019,1.5764608529313489,-0.00023532637,-0.00050229963,0.00042650403,0.40327884927384366,0.0004117429,0.002917517082058627,-0.0074187666,0.0,0.0,0.0,0.0879475424911044,0.0,0.002065267483711287,0.282829686999321,0.036117554,-0.050979614,0.16430664,0.021438107520886755,0.17578416
