,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,73,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,1,1,1,0.61292255,1,0,,0,-189.9314,68.316376,496.26797,-189.81258,65.04309,504.37125,0.022628676,-0.35362074,0.93511516,8.742156,0.10565548,,0.12622659,,2,,,,13.446788,229.80592,121.157646,21.600739,,,,,,,,,0,52,11,0.7004449,-189.97974,68.30867,495.90833,-189.59396,68.17817,509.4,0.0075409124,0.008365478,0.70035416,13.50772,2,0,0.7004449,0,2.0,1.7456496,0.018146975,0.36296555,2.3704414,0.012103073,-0.37376836,0.9274432,-189.83875,65.45498,503.36804,7.655525,0.027304133,3.0895414,0.041126832,27,2.142418,,,0,0.38099375,1.7456496,0.018146975,28,0.32346994,,,,,,-189.9314,68.316376,496.26797,0,52,11,0.7004449,-189.97974,68.30867,495.90833,-189.59396,68.17817,509.4,0.0075409124,0.008365478,0.70035416,13.50772,2,0,0.7004449,0,0,1,1,0,False,False,,-0.010083573870360851,0.0059420764446258545,0.9999315142631531,-0.010088092647492886,0.00594159122556448,0.9999314546585083,-0.010083573870360851,0.0059420764446258545,0.9999315142631531,-0.010088092647492886,0.00594159122556448,0.9999314546585083,0.3896641919035945,0.021701040919087505,0.3689079608343061,0.021701040919087505,0.0027554036958266004,0.0003298641321786081,,0.0003298641321786081,7.353147332595291,-0.9740922,-0.00025444737,0.00011280689,0.00072523416,16.956013877696485,0.0006778976,,,-0.00025444737,0.00011280689,0.00072523416,15.9995514136756,0.0006778976,0.0024255395636479924,-0.6822979,0.048339844,0.0077056885,0.35964966,0.36796315098450705,0.36296555,,,0.048339844,0.0077056885,0.35964966,0.34720691991521857,0.36296555
1,73,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,3,1,1,0.4050699,1,0,,0,-125.146904,-89.82702,282.78345,-107.87771,-37.066216,400.66418,0.043152116,-0.0041351565,0.99906,252.58313,0.67383504,0.57,0.71191883,1.02,2,,,,29.029408,275.1413,180.77821,44.670547,,,0.9310023,0.016732166,0.9310023,0.0,0.030342286,0.021923209,0,52,11,0.31406945,-125.204895,-89.83534,282.77704,-117.38126,-78.829155,324.33945,0.010003037,0.0066028032,0.31384024,44.982307,2,1,0.31406945,0,2.0,1.8817058,0.29999405,0.09056033,2.661475,0.13659929,0.2542954,0.95743114,-109.742226,-61.22996,390.71896,112.71722,0.14187491,1.9198843,0.29392835,180,0.42922026,2.0959334,0.29472607,285,1.1605897,1.8817058,0.29999405,401,0.31333846,0.7896158,0.7896158,0.0832142,11.0,0.12716998,-125.13932,-89.89343,282.8,0,52,11,0.31406945,-125.204895,-89.83534,282.77704,-117.38126,-78.829155,324.33945,0.010003037,0.0066028032,0.31384024,44.982307,2,1,0.31406945,0,1,0,1,0,True,True,0.682068407535553,-0.004532312508672476,-0.007966963574290276,0.9999580383300781,-0.0045381332747638226,-0.00796183105558157,0.9999580383300781,-0.004532990977168083,-0.007961089722812176,0.9999580383300781,-0.0045381332747638226,-0.00796183105558157,0.9999580383300781,0.30199204574997923,0.04653105993931399,0.04785093515267473,0.04653105993931399,0.02735921620649007,0.0006800041839977713,0.001561740214134802,0.0006800041839977713,39.23389392348171,-0.044816196,-0.0005237387,0.0006466298,8.1156584e-05,5.490117485908092,0.00028120866,1.296662654269669,1.1717120456933685,-0.000463169,-9.265473e-05,2.2663407e-05,0.028365466316093615,0.00018300492,0.0266792120224923,-0.014075398,0.065574646,-0.05809021,0.022949219,0.25546098581066523,0.09056033,0.0008817360301370306,0.36799895763397217,0.057991028,0.008323669,0.0064086914,0.0013198752133607439,0.05893483
1,73,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,4,1,1,0.45861727,1,0,,0,-35.884445,-41.312912,433.91373,-39.09886,-33.39502,492.12793,0.017353551,0.13614279,0.9905372,61.636005,0.25360635,0.21,0.28796992,0.49,2,,,,12.637916,168.12106,77.819336,15.667005,,,0.7919969,0.037075922,0.7919969,0.0,0.14947478,0.02145237,0,52,11,0.117211446,-36.017616,-41.285877,433.79718,-38.831406,-39.59765,448.16177,0.008340061,0.0059785387,0.116760276,15.693511,2,1,0.117211446,0,2.0,1.7959554,0.107276626,0.13638295,1.9172075,-0.0095542325,0.14458703,0.98944604,-36.488617,-33.132492,489.2641,55.954624,0.04329224,1.5978875,0.10863092,75,0.48391855,1.9722414,0.105060115,88,0.8118926,1.7959554,0.107276626,146,0.30319995,0.75546694,0.20615031,0.75546694,0.0,0.03838275,-35.954014,-41.222805,433.90002,0,52,11,0.117211446,-36.017616,-41.285877,433.79718,-38.831406,-39.59765,448.16177,0.008340061,0.0059785387,0.116760276,15.693511,2,1,0.117211446,0,1,0,1,0,True,True,0.2747360169887543,0.0033274320885539055,-0.003605270991101861,0.9999879598617554,0.003321899799630046,-0.00361081981100142,0.9999879598617554,0.0033335122279822826,-0.0036131469532847404,0.9999879002571106,0.003321899799630046,-0.00361081981100142,0.9999879598617554,0.14926296567115752,0.08720089407755358,0.1408914913068053,0.08720089407755358,0.0023900623914213273,0.0008912753593527242,0.005453623217110885,0.0008912753593527242,1.6816206308643777,-0.08475981,-0.0017658705,-0.0015276944,0.00023707909,0.7117137071829561,0.0003119154,5.1188982281205435,1.3439350505032654,-0.0036973874,0.0006548186,0.0002686662,0.6157115451305017,0.00040943106,0.001498787032068603,-0.00993482,0.06360245,0.063072205,0.10284424,0.06206207159360394,0.13638295,0.004562347857758161,0.15752457082271576,0.13317108,-0.02703476,0.11654663,0.053690597229251735,0.17902103
1,73,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,5,1,1,0.46090424,1,0,,0,-56.148647,13.714088,288.4081,-57.03563,8.01569,354.17014,0.03000208,-0.25764692,0.9657732,92.39011,0.32321823,0.26,0.36028418,0.6,2,,,,17.273054,246.82385,121.54171,27.38259,,,0.9486642,0.009302352,0.9486642,0.0,0.03494646,0.007087021,0,52,11,0.09483127,-56.12133,13.423334,288.32324,-55.34353,10.185359,299.0747,-0.008301301,-0.0025320665,0.094431914,11.740029,2,1,0.09483127,0,2.0,1.9221544,0.0866563,0.12344231,2.1790507,-0.06716387,-0.03531513,0.9971168,-58.74919,11.932385,328.05325,39.767918,0.12356596,1.7771533,0.0853671,75,0.6410604,1.4789274,0.07825133,57,0.5669553,1.9221544,0.0866563,112,0.30086747,0.47599962,0.47599962,0.42158294,11.0,0.10241742,-56.078224,13.336795,288.4,0,52,11,0.09483127,-56.12133,13.423334,288.32324,-55.34353,10.185359,299.0747,-0.008301301,-0.0025320665,0.094431914,11.740029,2,1,0.09483127,0,1,0,1,0,True,True,0.3400495648384094,0.001587624428793788,0.0011814577737823129,0.9999980330467224,0.0015838168328627944,0.00118913222104311,0.9999980926513672,0.001581384800374508,0.0012148800306022167,0.9999980330467224,0.0015838168328627944,0.00118913222104311,0.9999980926513672,0.0779106885882357,0.09351254464381814,0.2634175937503931,0.09351254464381814,0.0005260102880009253,0.0008292611707448064,0.023595641003145824,0.0008292611707448064,-0.3656880286237378,-0.08620543,-0.0007680873,-0.006446928,0.00026620022,-0.16684238585324215,0.00041981332,27.453811459607163,2.5858378172661016,0.0004867498,0.021660365,0.00029435498,1.816922528990413,0.0010342672,-0.00030325088274388106,-0.008174971,0.04310608,-0.08653927,0.07675171,-0.015601856055582439,0.12344231,0.02276637983240102,0.24521829187870026,-0.027317047,0.29075432,0.084869385,0.16990504910657495,0.30411693
1,73,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,6,1,1,0.36202493,1,0,,0,77.735214,124.13243,26.281616,72.303696,134.64024,139.31366,0.007881165,0.010467529,0.99991417,175.23405,0.5040873,0.4,0.5435589,0.8,2,,,,17.123997,157.53517,78.69497,21.974827,,,0.9325021,0.009245131,0.9325021,0.0,0.041097026,0.017155735,0,52,11,0.29157877,77.804855,123.96167,26.392506,80.98907,127.74402,40.1655,0.00884712,0.017337263,0.29092795,16.279324,2,1,0.29157877,0,2.0,1.8628007,0.27662054,0.10767435,3.8024986,-0.031033717,0.14012218,0.9896478,75.53277,134.20831,98.29395,72.74705,0.17755467,2.2659855,0.27592605,232,0.48687604,1.5480889,0.2305032,145,0.8032676,1.8628007,0.27662054,336,0.30313814,0.6807392,0.6807392,0.21033789,11.0,0.108922906,77.79038,124.01483,26.299995,0,52,11,0.29157877,77.804855,123.96167,26.392506,80.98907,127.74402,40.1655,0.00884712,0.017337263,0.29092795,16.279324,2,1,0.29157877,0,1,0,1,0,True,True,0.5150414705276489,0.013764036819338799,0.011245408095419407,0.9998420476913452,0.013765235431492329,0.011240493506193161,0.99984210729599,0.01375905703753233,0.011256089434027672,0.9998419284820557,0.013765235431492329,0.011240493506193161,0.99984210729599,0.13692758389190263,0.05103870987723017,0.005928647107914749,0.05103870987723017,0.00518640360191343,0.000759548088659703,1.8103118754672307e-05,0.000759548088659703,5.828275496111571,-0.051300827,-0.00018601617,0.0004288553,-0.00350517,1.6828182808944774,0.00072402327,-0.9761659346854298,0.7663887912213709,-0.0008950741,0.0013775316,-0.00420155,-0.8838401847896299,0.0014469633,0.004426855513253726,-0.014958233,-0.014472961,0.05316162,-0.09251022,0.08588887401467246,0.10767435,-0.0007414449699050307,0.22346270084381104,-0.06964111,0.17076111,-0.110889435,-0.04511006276931542,0.21518761
1,73,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,7,1,1,0.34582216,1,0,,0,1.4296794,124.83613,218.60228,2.0259182,124.92537,307.87082,0.01876969,0.029662913,0.9993838,106.04582,0.35336113,0.28,0.39122474,0.63,2,,,,17.31309,163.1086,70.64502,25.163914,,,0.6516717,0.02938539,0.6516717,0.0,0.2627449,0.05619799,0,52,11,0.54753745,1.4844027,124.89495,218.54262,-2.9245036,127.847,244.26688,0.009357506,0.025394391,0.54686797,30.807415,2,0,0.54753745,0,2.0,2.2055733,0.40531835,0.075652584,5.5141244,0.037920266,0.044206917,0.99830246,4.2245107,128.13031,291.9807,73.50548,0.11790724,1.7976798,0.40400848,293,0.5582065,2.2497826,0.4101872,239,0.65094715,2.2055733,0.40531835,452,0.30051014,0.89821786,0.89821786,0.033268392,11.0,0.06851373,1.4371635,124.88087,218.6,0,52,11,0.54753745,1.4844027,124.89495,218.54262,-2.9245036,127.847,244.26688,0.009357506,0.025394391,0.54686797,30.807415,2,0,0.54753745,0,1,0,1,0,True,True,0.3688194453716278,0.006723725702613592,0.011130650527775288,0.9999154806137085,0.006727969739586115,0.011131960898637772,0.9999154210090637,0.006723057013005018,0.01112665981054306,0.9999154806137085,0.006727969739586115,0.011131960898637772,0.9999154210090637,0.045499706054748484,0.03676048754939034,0.022109566093813187,0.03676048754939034,0.0008390994714263023,0.0007399056631276644,0.00018029108379920302,0.0007399056631276644,0.13406277751589915,-0.25974315,-0.0318237,-0.000112765665,0.00026259548,0.2377340206278924,0.00030054527,-0.7563323369669962,-0.3264032477574402,-0.03686551,-0.00047097687,0.00027299876,-0.3985507927742415,0.00039755378,9.91938082986379e-05,-0.1422191,-0.047239184,-0.014083862,0.057388306,0.008739218505358144,0.075652584,-0.0005596145793284614,-0.17871800065040588,-0.054723263,-0.05882263,0.059661865,-0.014650921455577153,0.10007135
1,73,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,8,1,1,0.37970105,1,0,,0,148.84756,41.952766,183.868,148.28714,127.79938,291.73465,0.014907842,0.057567615,0.9982303,387.15955,0.9760913,0.76,1.0090308,1.23,2,,,,25.817093,250.52666,136.55705,41.552364,,,0.86692107,0.057902273,0.86692107,0.0,0.06353252,0.011644125,0,52,11,0.44269848,148.92734,42.02442,183.6602,143.4867,43.33945,207.46686,-0.0036383714,-0.0015773702,0.44268042,29.18875,2,1,0.44269848,0,2.0,1.5709769,0.40281627,0.16877255,8.552591,-0.0014992744,0.4471438,0.8944606,148.7875,63.148746,225.92798,47.09874,0.3975792,3.3003554,0.41780293,282,0.35951042,1.2204217,0.3866132,209,5.0006313,1.5709769,0.40281627,358,0.33539766,0.6372066,0.19680163,0.6372066,0.0,0.16599174,148.85812,42.088837,183.8,0,52,11,0.44269848,148.92734,42.02442,183.6602,143.4867,43.33945,207.46686,-0.0036383714,-0.0015773702,0.44268042,29.18875,2,1,0.44269848,0,1,0,1,0,True,True,0.981793224811554,0.0199227724224329,0.0037626016419380903,0.9997944235801697,0.019929207861423492,0.00375688960775733,0.9997943043708801,0.01992170885205269,0.0037504148203879595,0.9997944831848145,0.019929207861423492,0.00375688960775733,0.9997943043708801,0.4602770029104658,0.029085297870932135,0.05407981594905392,0.029085297870932135,0.08533860753193331,0.00037450279332528977,0.0028713784760138017,0.00037450279332528977,226.87175170095182,-0.09008889,-0.00046474923,0.0015327986,0.0007611939,14.825074405391149,0.00070275256,6.667175057676401,1.2177470040047134,-0.0005356501,-0.0017050864,0.0011314056,0.8593523156969737,0.00097364694,0.08496410473860802,-0.039882213,-0.06921387,0.06441498,0.13980103,0.4311917050395337,0.16877255,0.002496875682688512,0.5390947461128235,-0.07977295,-0.07165527,0.20779419,0.024994518078121787,0.23383033
1,73,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,9,1,1,0.51199806,1,0,,0,-9.751064,24.18924,427.61975,-10.485593,16.351774,435.92792,0.042616047,-0.6168941,0.78589153,11.506623,0.11725486,0.15,0.13938098,0.27,0,,,,18.208141,244.85966,125.625244,28.271687,,,0.93914074,0.015641032,0.93914074,0.0,0.028522814,0.016695399,0,52,11,0.038704664,-10.528019,21.89934,424.62485,-7.4400806,22.357811,430.69104,0.0062520998,0.0011192478,0.038176544,7.469373,2,1,0.038704664,0,0.0,4.079301,0.035768513,0.50891614,4.0567923,-0.074042074,-0.67499864,0.7340945,-10.418038,18.10882,434.2325,9.008046,0.07513375,4.079301,0.03654377,39,1.3791916,,0.036291644,25,0.31525412,1.538131,0.035768513,47,0.40866673,,,,,,-9.751064,24.18924,427.61975,0,52,11,0.038704664,-10.528019,21.89934,424.62485,-7.4400806,22.357811,430.69104,0.0062520998,0.0011192478,0.038176544,7.469373,2,1,0.038704664,0,0,1,1,0,True,True,0.15783660113811493,0.005622148048132658,0.0021166964434087276,0.9999819397926331,0.0055556208826601505,0.0019168209983035922,0.9999827146530151,0.005622148048132658,0.0021166964434087276,0.9999819397926331,0.0055556208826601505,0.0019168209983035922,0.9999827146530151,0.7491966733342127,0.15905769054968585,0.6684049567632501,0.15905769054968585,0.020076710740621163,0.000979202787215579,0.07051589850069863,0.000979202787215579,19.503118457935027,-0.07586039,-0.07379875,0.104564786,0.0070530577,3.7102197369084857,0.009050261,71.0135802525795,3.0779737324566705,-0.07379875,0.104564786,0.0070530577,3.2022800309329034,0.009050261,0.019097507953405583,-0.0029361509,0.77695465,2.2898998,2.9949036,0.5901389827845268,3.849253,0.06953669571348305,0.11913193762302399,0.77695465,2.2898998,2.9949036,0.5093472662135642,3.849253
1,73,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,10,1,1,0.4648769,1,0,,0,168.2797,158.5564,222.18991,168.89822,175.5274,324.78943,0.025253208,0.120956,0.99233663,131.99956,0.4100577,0.34,0.44898525,0.72,2,,,,18.548767,250.59673,128.29747,38.827785,,,0.898723,0.02156133,0.898723,0.0,0.07068916,0.009026521,0,52,11,0.1299947,168.43369,158.55518,222.14778,169.51086,162.07646,230.17107,-0.00034825504,0.012528852,0.12938805,11.85237,2,1,0.1299947,0,2.0,1.8401996,0.11455226,0.10442263,1.4522058,0.008270707,0.14648236,0.98917866,169.03207,170.03741,300.22797,78.88156,0.06548251,1.7878498,0.11360434,111,0.4827445,1.778427,0.11373573,78,0.81581175,1.8401996,0.11455226,140,0.3032819,0.6794639,0.6794639,0.19744936,11.0,0.12308672,168.37967,158.48265,222.2,0,52,11,0.1299947,168.43369,158.55518,222.14778,169.51086,162.07646,230.17107,-0.00034825504,0.012528852,0.12938805,11.85237,2,1,0.1299947,0,1,0,1,0,True,True,0.42345130443573,0.02159104309976101,0.014117543585598469,0.9996671676635742,0.021595951169729233,0.014124068431556225,0.9996669888496399,0.021582160145044327,0.014124128967523575,0.9996673464775085,0.021595951169729233,0.014124068431556225,0.9996669888496399,0.1335453198859146,0.08589852022303207,0.10719699847711915,0.08589852022303207,0.0020429653704279477,0.0009591731838497726,0.004865962140043373,0.0009591731838497726,1.129923359854815,-0.118792884,-0.00032069662,-0.0004574119,0.00023504884,0.5546870835396175,0.00032559136,4.0730798379007735,2.257450396885668,-0.00091425714,7.698917e-06,0.00018964635,0.247949303419738,0.0004978078,0.0010837921865781753,-0.015442446,-0.054016113,-0.072525024,0.052215576,0.047646799662882516,0.10442263,0.0039067889561936004,0.2934565991163254,-0.1539917,0.0012207031,0.042129517,0.02129847825408708,0.15965535
1,12,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,1,1,1,0.3149199,1,0,,0,-167.25917,122.323166,44.595318,-181.81978,125.87917,187.92168,-0.021835309,-0.016036974,0.99963295,206.2807,0.5719046,0.49,0.6110609,0.92,2,,,,23.61102,260.92706,149.47375,37.87203,,,0.84946066,0.08882641,0.84946066,0.0,0.059322055,0.0023908783,0,52,11,0.70243585,-167.31863,122.303215,44.614197,-172.44096,126.01825,99.92412,-0.01740308,-0.0021679618,0.7022167,57.067986,2,1,0.70243585,0,2.0,1.875113,0.6761204,0.17399627,5.864397,-0.05852325,-0.025199536,0.997968,-173.98386,119.550674,159.65813,115.292404,0.11208622,2.1130207,0.66714144,387,0.62871915,2.147227,0.6729699,390,0.57602865,1.875113,0.6761204,641,0.30061084,0.8849281,0.8849281,0.059984688,11.0,0.05508723,-167.23657,122.455986,44.6,0,52,11,0.70243585,-167.31863,122.303215,44.614197,-172.44096,126.01825,99.92412,-0.01740308,-0.0021679618,0.7022167,57.067986,2,1,0.70243585,0,1,0,1,0,True,True,0.58158278465271,-0.008441004902124405,0.01108633168041706,0.9999029040336609,-0.008448423817753792,0.011072487570345402,0.9999030232429504,-0.008443054743111134,0.011074312031269073,0.9999030232429504,-0.008448423817753792,0.011072487570345402,0.9999030232429504,0.06188464207065447,0.0216131813141727,0.030240829750169947,0.0216131813141727,0.002589344331364547,0.00032812858272804395,0.0005318619835929484,0.00032812858272804395,6.891248942219154,-0.037463136,-0.00049045205,0.0012491167,-0.0003182463,1.8632824187744186,0.00082073687,0.620895013689681,-0.17204854543748205,-0.00035539077,0.00016312627,-0.00042315986,0.39918456753702075,0.00030896612,0.002261215748636503,-0.02631545,0.08206177,0.152771,-0.014198303,0.040271460756481775,0.17399627,0.00020373340086490447,-0.12085306644439697,0.0594635,0.019950867,-0.018878937,0.008627648435997247,0.06550083
1,12,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,2,1,1,0.3972132,1,0,,0,-57.593006,-185.12918,444.51834,-61.399704,-176.24927,504.1129,0.014457447,-0.023635447,0.99961615,66.09082,0.26391357,0.2,0.29876393,0.47,2,,,,21.120487,111.874306,51.492558,20.09708,,,0.8281514,0.010782867,0.8281514,0.0,0.1134555,0.04761022,0,52,11,0.55896574,-57.666153,-185.07536,444.3883,-55.84412,-186.94942,458.12036,0.01228029,0.0084771635,0.5587663,15.867806,2,1,0.55896574,0,2.0,1.7899514,0.24272099,0.15672845,4.8257985,0.04138031,0.12800166,0.9909103,-55.525173,-178.545,494.33936,50.296547,0.07774696,1.5343155,0.2420035,137,0.49479815,2.2481997,0.2453531,175,0.7800262,1.7899514,0.24272099,243,0.30275193,0.7565587,0.7565587,0.17499721,11.0,0.06844408,-57.60646,-184.98303,444.5,0,52,11,0.55896574,-57.666153,-185.07536,444.3883,-55.84412,-186.94942,458.12036,0.01228029,0.0084771635,0.5587663,15.867806,2,1,0.55896574,0,1,0,1,0,True,False,0.22619393467903137,0.001432249671779573,-0.01616135984659195,0.9998683333396912,0.0014270483516156673,-0.016169581562280655,0.9998682737350464,0.0014334225561469793,-0.01617409847676754,0.9998681545257568,0.0014270483516156673,-0.016169581562280655,0.9998682737350464,0.1500038382175257,0.03747102658533295,0.015009098033779722,0.03747102658533295,0.005461501794258525,0.0007848314087747727,5.095539162756261e-05,0.0007848314087747727,5.958821643981685,-0.5657677,-0.0010351372,-0.0004988829,0.000251344,3.003195318813089,0.00032326535,-0.9350747293522429,-0.5953348882674981,-0.0012684533,0.0002907883,0.0002926166,-0.5994479094508012,0.00032713893,0.0046766703854837525,-0.31624475,0.059692383,0.09233093,0.111694336,0.11253281163219274,0.15672845,-0.00073387601714721,-0.33277180790901184,0.07314682,-0.05381775,0.1300354,-0.022461928551553233,0.15860647
1,12,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
