,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,64,9,1,1,0.52473444,1,0,,0,190.74188,106.09682,219.75792,192.19406,109.32542,228.75229,0.20056133,0.36225092,0.9102469,9.680528,0.10976229,,0.1308764,,2,,,,15.834161,219.70268,103.36103,22.218592,,,,,,,,,0,52,11,0.039082736,190.78525,106.25401,219.78502,191.5883,110.06249,228.94899,0.004666409,0.005358187,0.03842803,10.356683,2,1,0.039082736,0,2.0,2.2332723,0.026093535,0.16530442,3.0711904,0.15653287,0.33607057,0.9287378,192.07182,108.95215,227.64868,8.496228,0.050941072,2.4656506,0.025845617,27,0.39713293,,0.028210737,10,1.7308698,2.2332723,0.026093535,32,0.32301903,,,,,,190.74188,106.09682,219.75792,0,52,11,0.039082736,190.78525,106.25401,219.78502,191.5883,110.06249,228.94899,0.004666409,0.005358187,0.03842803,10.356683,2,1,0.039082736,0,0,1,1,0,True,True,0.15235304832458496,0.02358842082321644,0.009453194215893745,0.9996770024299622,0.023592224344611168,0.009467175230383873,0.9996768236160278,0.02358842082321644,0.009453194215893745,0.9996770024299622,0.023592224344611168,0.009467175230383873,0.9996768236160278,0.36166989987731546,0.1606112386114596,0.40751557342996514,0.1606112386114596,0.003413167901362725,0.0010081770783802303,0.025301109635315178,0.0010081770783802303,2.385484529013921,-0.33235136,-0.00022729996,-0.0014794363,-0.00012330053,1.2518343237003737,0.00053353334,24.09589850620761,2.8982186199623454,-0.00022729996,-0.0014794363,-0.00012330053,1.5372793146549393,0.00053353334,0.0024049908229824947,-0.012989201,-0.04336548,-0.15719604,-0.02709961,0.20105866126585586,0.16530441,0.024292932556934946,0.11327031254768372,-0.04336548,-0.15719604,-0.02709961,0.24690433481850554,0.16530441
1,15,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,1,1,1,0.4150796,1,0,,0,-134.36278,-85.33291,215.6013,-139.97108,-81.74544,371.58588,-0.07530299,-0.056282688,0.9955711,273.0155,0.71914417,0.5,0.75661755,0.93,2,,,,9.137221,141.81607,77.63512,15.105206,,,0.93085974,0.03424245,0.93085974,0.0,0.0334747,0.0014231023,0,52,11,0.17882727,-134.40521,-85.3925,215.62502,-133.47293,-85.84389,231.52245,-0.013118841,-0.0059118397,0.17824668,16.819067,2,1,0.17882727,0,2.0,1.7745172,0.16485672,0.1071142,1.6477458,0.030187264,0.0099066915,0.9994951,-131.28085,-84.39893,315.59933,100.04985,0.09774375,1.8097534,0.16764283,147,0.5901713,1.9078147,0.1687863,132,0.6107889,1.7745172,0.16485672,216,0.30015156,0.6346405,0.6346405,0.17260166,11.0,0.19275783,-134.30109,-85.3901,215.6,0,52,11,0.17882727,-134.40521,-85.3925,215.62502,-133.47293,-85.84389,231.52245,-0.013118841,-0.0059118397,0.17824668,16.819067,2,1,0.17882727,0,1,0,1,0,True,True,0.7268645167350769,-0.005376303568482399,-0.007613180670887232,0.9999565482139587,-0.005385574419051409,-0.007613377179950476,0.999956488609314,-0.005381802562624216,-0.0076080807484686375,0.9999565482139587,-0.005385574419051409,-0.007613377179950476,0.999956488609314,0.039649052010177585,0.07266906421427614,0.0853334030928124,0.07266906421427614,0.0002591625610035596,0.0009443497812000366,0.005292874539191304,0.0009443497812000366,-0.7255650753958691,-0.078123175,-0.0007747168,-2.814368e-05,-0.00011598448,-0.454388845667998,0.00039960534,4.604781876970798,3.064617847252226,-0.00031572208,-0.00069787394,-0.00010996942,0.1742741428621327,0.000286904,-0.000685187220196477,-0.013970554,0.10412598,0.0024032593,-0.025009155,-0.03302001220409856,0.1071142,0.004348524757991267,0.5480372458696365,0.042434692,0.0595932,-0.023712158,0.012664338878536255,0.07690461
1,15,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,3,1,1,0.43131503,1,0,,0,-67.84395,-42.833946,329.38696,-135.14001,15.785282,342.84778,-0.67924654,-0.07330175,0.7302404,347.1918,0.8853864,0.57,0.92009926,1.01,2,,,,0.0,0.0,0.0,0.0,,,0.86267877,0.070999384,0.86267877,0.0,0.05876132,0.007560543,0,52,11,0.629727,-88.12139,-40.931465,324.98285,-84.462074,-42.688618,341.20145,0.014253365,0.0014879879,0.6295637,17.977264,2,1,0.629727,0,0.0,7.2179503,0.25999883,0.0,10.826339,-0.80094504,0.45814005,0.38548002,-106.31879,-30.431215,333.8886,22.79911,0.67940545,7.2179503,0.2468309,145,0.50890505,,0.2635462,147,1.4704375,4.3416123,0.25999883,216,0.77825046,0.6832263,0.14467727,0.6832263,0.0,0.17209645,-88.05795,-40.8764,325.1,0,52,11,0.629727,-88.12139,-40.931465,324.98285,-84.462074,-42.688618,341.20145,0.014253365,0.0014879879,0.6295637,17.977264,2,1,0.629727,0,1,0,1,0,True,True,0.8916685581207275,-0.0012413003714755177,-0.0036093369126319885,0.9999926686286926,-0.0012469147332012653,-0.0036142366006970406,0.9999926686286926,0.0005433663027361035,-0.0037807549815624952,0.9999927878379822,-0.0012469147332012653,-0.0036142366006970406,0.9999926686286926,1.1757858702220418,0.024619805695214665,0.752264923238538,0.024619805695214665,0.359441207260652,0.0003816994732586031,0.5045974793507256,0.0003816994732586031,940.6864115427504,-0.5871245,-0.00071989803,-0.0013453014,0.00036050205,46.757723386524475,0.00042500638,1320.975833613107,0.41596048713751527,-0.23010807,0.046479672,0.013551834,29.55527458467128,0.061431065,0.3590595077873934,-0.36972818,0.063438416,0.055065155,0.11715698,1.1511660645268271,0.1441609,0.504215779877467,0.2619415521621704,20.277443,-1.9024811,4.404114,0.7276451175433233,20.837234
1,15,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,4,1,1,0.28164965,1,0,,0,-145.55093,-17.362268,326.59128,-150.22198,42.025433,487.98773,-0.010955729,-0.18655255,0.98238397,283.8144,0.743175,0.48,0.7802968,0.91,2,,,,0.0,0.0,0.0,0.0,,,0.8572187,0.05329066,0.8572187,0.0,0.0783979,0.011092741,0,52,11,1.126164,-145.64232,-17.76525,326.65775,-140.1404,-16.464005,378.34647,-0.0040172506,0.0043261433,1.1261483,55.87521,2,1,1.126164,0,2.0,2.0755746,1.0751605,0.12668611,9.737275,0.05525371,0.017373728,0.99832124,-139.45705,-15.921766,436.8316,110.41698,0.115274176,2.1295335,1.0689467,688,0.58342296,1.8825315,1.0722513,616,0.6196881,2.0755746,1.0751605,1082,0.30050448,0.9569236,0.9569236,0.013015384,11.0,0.030061023,-145.558,-17.84012,326.6,0,52,11,1.126164,-145.64232,-17.76525,326.65775,-140.1404,-16.464005,378.34647,-0.0040172506,0.0043261433,1.1261483,55.87521,2,1,1.126164,0,1,0,1,0,True,True,0.7506482601165771,-0.006317560561001301,-0.001575030735693872,0.99997878074646,-0.006324972491711378,-0.0015684125246480107,0.99997878074646,-0.0063169426284730434,-0.001532844384200871,0.9999788999557495,-0.006324972491711378,-0.0015684125246480107,0.99997878074646,0.06445273271708177,0.0060768182482263105,0.18618072935237265,0.0060768182482263105,0.004466383117212177,4.158666739537345e-05,0.026019918798186107,4.158666739537345e-05,106.3993997823703,-0.045289546,-0.00057895307,0.0042144675,-0.00017675766,9.6063288524211,0.00035377717,624.6793445555304,-0.33344673856572515,-0.00062746106,-0.022683656,-0.00020347684,29.637863721975673,0.0011687498,0.0044247964498168035,-0.051003456,0.08432007,-0.07487106,-0.057739258,0.058375914468855455,0.12668611,0.025978332130790732,-0.3755156993865967,0.09138489,0.4029808,-0.066467285,0.18010391110414634,0.41852432
1,15,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,5,1,1,0.7315013,1,0,,0,-137.63037,-102.210884,500.99954,-137.88495,-102.388664,509.33603,-0.03215089,-0.021286422,0.9992564,8.34228,0.103845246,,0.12417096,,0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0,52,11,1.0692973,-137.68933,-102.181206,500.67117,-137.97974,-102.39799,509.4,-0.02897499,-0.016517015,1.068777,8.736689,2,0,1.0692973,0,0.0,2.3916287,0.027617915,0.33493787,3.594549,-0.030402783,-0.0213141,0.9993105,-137.86397,-102.37465,508.67752,7.6832767,0.0014986243,2.3916287,0.027617915,17,0.6234457,2.6384687,0.027361965,15,0.57902336,,,0,0.300207,,,,,,-137.63037,-102.210884,500.99954,0,52,11,1.0692973,-137.68933,-102.181206,500.67117,-137.97974,-102.39799,509.4,-0.02897499,-0.016517015,1.068777,8.736689,2,0,1.0692973,0,0,1,1,0,False,False,,-0.00553229171782732,-0.008886643685400486,0.9999452233314514,-0.005537576507776976,-0.008884317241609097,0.9999452233314514,-0.00553229171782732,-0.008886643685400486,0.9999452233314514,-0.005537576507776976,-0.008884317241609097,0.9999452233314514,0.027809230346856527,0.022538460018026587,0.029372630413152575,0.022538460018026587,2.1358405189137255e-05,0.0005431839804595712,,0.0005431839804595712,-0.9606792432076762,-0.9741719,-0.0004282101,0.00029044817,0.0006558579,0.23385671978539357,0.0006328928,,,-0.0004282101,0.00029044817,0.0006558579,0.3032225977134161,0.0006328928,-0.000521825575270434,-1.0416794,0.05895996,-0.029678345,0.32836914,0.00527077032882994,0.33493787,,,0.05895996,-0.029678345,0.32836914,0.006834170395125988,0.33493787
1,15,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,6,1,1,0.43746835,1,0,,0,-66.04969,4.8412695,209.89972,-53.86886,-5.845404,297.15173,-0.08461141,-0.0075904215,0.99638516,121.44192,0.38705292,0.27,0.42562246,0.62,2,,,,14.400503,164.13171,86.89791,23.25065,,,0.6996829,0.023058873,0.6996829,0.0,0.21702491,0.060233317,0,52,11,0.21340755,-66.13196,4.78906,209.9026,-69.338646,7.0088315,235.41634,-0.012642358,0.002852791,0.21301304,27.29011,2,1,0.21340755,0,2.0,1.769382,0.20853429,0.10350391,4.173369,0.0007725532,-0.03395241,0.9994232,-66.009544,3.1532137,259.83905,49.967854,0.11948663,1.9484446,0.20848614,133,0.6378799,1.6500773,0.20392191,145,0.56698424,1.769382,0.20853429,241,0.30017313,0.83257776,0.83257776,0.08352954,11.0,0.08389272,-66.04815,4.849743,209.90001,0,52,11,0.21340755,-66.13196,4.78906,209.9026,-69.338646,7.0088315,235.41634,-0.012642358,0.002852791,0.21301304,27.29011,2,1,0.21340755,0,1,0,1,0,True,True,0.40121522545814514,0.0007093594176694751,0.0004326301859691739,0.9999996423721313,0.0007018829346634448,0.00042721678619273007,0.9999996423721313,0.0007092219893820584,0.0004318743303883821,0.9999996423721313,0.0007018829346634448,0.00042721678619273007,0.9999996423721313,0.03439006328660611,0.06136079539500841,0.08579895325734134,0.06136079539500841,0.00024662858898680907,0.0008035108277977568,0.002953529986085148,0.0008035108277977568,-0.6930612750262958,-0.022835467,-0.001267298,0.012671124,-1.2358085e-05,-0.43954339142410004,0.00047020294,2.675781189134827,0.8800423529930933,-0.001243994,0.0109018,-1.3739283e-05,0.3982699002679638,0.00044283186,-0.0005568822388109477,-0.004873261,0.0838089,0.060682774,-0.0025939941,-0.0269707321084023,0.10350391,0.002150019158287391,0.18780767917633057,0.08226776,0.052209377,-0.0028839111,0.02443815786233293,0.09747882
1,15,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,7,1,1,0.65291417,1,0,,0,-107.77191,98.77757,502.99384,-107.57743,98.62002,508.86136,0.03311181,-0.026825143,0.9990916,5.872859,0.09165515,,0.110127755,,0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0,52,11,0.44992295,-107.82489,98.59764,502.2575,-107.57581,98.733536,509.4,0.008240617,0.0022871739,0.44984138,7.1489506,2,0,0.44992295,0,0.0,2.8226156,0.019205779,0.7598429,3.6969194,0.033113416,-0.026826615,0.9990915,-107.598045,98.63671,508.23975,5.250692,0.0069006705,2.8226156,0.019411385,13,0.62983763,1.8165212,0.019205779,13,0.57385707,,,0,0.3002728,,,,,,-107.77191,98.77757,502.99384,0,52,11,0.44992295,-107.82489,98.59764,502.2575,-107.57581,98.733536,509.4,0.008240617,0.0022871739,0.44984138,7.1489506,2,0,0.44992295,0,0,1,1,0,False,False,,-0.002935802796855569,0.008586765266954899,0.9999588131904602,-0.0029405965469777584,0.008571673184633255,0.9999589323997498,-0.002935802796855569,0.008586765266954899,0.9999588131904602,-0.0029405965469777584,0.008571673184633255,0.9999589323997498,0.050546482474807246,0.021541093267334464,0.05054377970993458,0.021541093267334464,4.9069744921204576e-05,0.00020877266154873832,,0.00020877266154873832,-0.7649608691234261,-0.9573132,-0.00049133843,0.0018249082,0.0014660371,1.3465142575403724,0.0014526384,,,-0.00049133843,0.0018249082,0.0014660371,1.346388787359304,0.0014526384,-0.00015970291662753373,-0.43071717,0.052978516,0.17993164,0.7363281,0.02900538920747278,0.7598429,,,0.052978516,0.17993164,0.7363281,0.029002686442600116,0.7598429
1,15,10,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,10,1,2,0.52886933,2,1,,0,-63.883358,-127.08922,220.99474,-64.01755,-127.28303,221.54626,-0.22372542,-0.32312927,0.9195295,0.59979427,0.045005333,,0.05530769,,0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0,52,11,0.059187807,-63.838264,-127.163506,220.67073,-64.24185,-127.00077,221.49706,-0.0070026508,0.0007531827,0.05876505,0.9761956,2,1,0.059187807,0,0.0,1.5438366,0.010065502,0.33545697,15.925821,-0.2237221,-0.32312697,0.9195311,-64.01755,-127.28303,221.54626,0.5997936,0.012095553,1.5438366,0.009552206,7,1.6673207,1.2738396,0.010065502,8,0.4056237,,0.00482882,5,0.32625324,,,,,,-63.883358,-127.08922,220.99474,0,52,11,0.059187807,-63.838264,-127.163506,220.67073,-64.24185,-127.00077,221.49706,-0.0070026508,0.0007531827,0.05876505,0.9761956,2,1,0.059187807,0,1,1,1,0,True,True,0.11484412103891373,0.0009015233372338116,-0.011325288563966751,0.9999354481697083,0.0009055678965523839,-0.011332236230373383,0.9999354481697083,0.0009015233372338116,-0.011325288563966751,0.9999354481697083,0.0009055678965523839,-0.011332236230373383,0.9999354481697083,0.39517404515603427,0.12190458367005126,0.3951781655426585,0.12190458367005126,0.001571854148058267,0.0008795738744407873,0.01793472203005429,0.0008795738744407873,0.7870632515746508,-0.8299396,0.0007063716,-0.00058418815,0.0014682742,2.2416668287520523,0.001277605,19.390239582157633,0.9403341090498767,0.0007063716,-0.00058418815,0.0014682742,2.2417006288479975,0.001277605,0.0006922802736174797,-0.049122304,-0.045093536,0.074287415,0.32400513,0.273269461485983,0.33545697,0.0170551481556135,0.0556563138961792,-0.045093536,0.074287415,0.32400513,0.27327358187260725,0.33545697
1,15,10,1,2,0.48690507,2,0,,0,-70.13191,-126.75958,267.71448,-69.72528,-131.0592,280.37466,0.03936039,-0.08734207,0.9954005,13.663377,0.12540253,0.11,0.14867936,0.25,2,,,,14.849003,194.12946,92.839066,21.61655,,,0.85728294,0.006354706,0.85728294,0.0,0.1062009,0.030161435,0,52,11,0.059187807,-63.838264,-127.163506,220.67073,-64.24185,-127.00077,221.49706,-0.0070026508,0.0007531827,0.05876505,0.9761956,2,1,0.059187807,0,2.0,4.6979637,0.03595931,47.431313,2.935726,0.043750152,-0.2963016,0.95409185,-69.45327,-130.41548,279.38657,12.248866,0.11975486,3.8646455,0.035696074,35,1.3609071,4.3231807,0.035491243,13,0.40891397,4.6979637,0.03595931,44,0.31443512,,,,,,-69.98916,-126.78612,267.7,0,52,11,0.059187807,-63.838264,-127.163506,220.67073,-64.24185,-127.00077,221.49706,-0.0070026508,0.0007531827,0.05876505,0.9761956,2,1,0.059187807,0,1,1,1,0,True,True,0.1639801412820816,0.00035593664506450295,-0.011251460760831833,0.9999366402626038,0.0009055678965523839,-0.011332236230373383,0.9999354481697083,0.0003432677185628563,-0.011249091476202011,0.9999366402626038,0.0009055678965523839,-0.011332236230373383,0.9999354481697083,0.29300317528899367,0.12190458367005126,0.08565938293145198,0.12190458367005126,0.003087137785961758,0.0008795738744407873,0.0012032091870721408,0.0008795738744407873,2.5098106886411204,-0.3924541,0.096351214,-0.0029677383,0.2131197,1.403545186471744,0.18064457,0.36794557232286296,1.7705054334355523,0.09858739,-0.003176407,0.21318527,-0.29732434702128246,0.1807713,0.0022075639115209707,-0.023228496,-6.150894,0.377388,47.02928,0.17109859161894242,47.431313,0.0003236353126313535,0.10479233413934708,-6.293648,0.40392303,47.043747,-0.036245200738599284,47.46459
1,65,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,1,1,1,0.3262884,1,0,,0,55.44965,-96.0266,392.30597,38.73182,-91.663315,510.3108,0.018131226,0.025512652,0.99951005,161.16464,0.47346944,0.4,0.5129061,0.8,2,,,,13.976334,217.58974,90.08816,18.438877,,,0.69239116,0.0877867,0.69239116,0.0,0.20661364,0.013208483,0,52,11,1.8307524,55.511967,-95.8896,392.18265,53.251884,-93.38927,435.23135,0.030578835,-0.013234913,1.830449,44.166542,2,1,1.8307524,0,2.0,1.9560393,1.5920866,0.1518698,17.324688,-0.14271386,0.067211024,0.9874793,42.32672,-89.77912,483.04636,91.89698,0.17461337,2.1005147,1.5833656,879,0.5435313,1.9499936,1.5799851,767,0.6888108,1.9560393,1.5920866,1283,0.30380383,0.67256176,0.67256176,0.25681245,11.0,0.07062577,55.441692,-95.95561,392.3,0,52,11,1.8307524,55.511967,-95.8896,392.18265,53.251884,-93.38927,435.23135,0.030578835,-0.013234913,1.830449,44.166542,2,1,1.8307524,0,1,0,1,0,True,False,0.4137193560600281,0.011361072771251202,-0.00842200592160225,0.9998999834060669,0.011367357335984707,-0.008416298776865005,0.9998999834060669,0.011361763812601566,-0.008428231813013554,0.9998998641967773,0.011367357335984707,-0.008416298776865005,0.9998999834060669,0.17229942261427472,0.005467054730584339,0.03461364481833436,0.005467054730584339,0.04726441844869317,5.471878542548982e-05,0.0004956789840090098,5.471878542548982e-05,862.7695095234303,-0.13036488,-0.0012659316,0.0006883908,0.00029919756,30.515949831337927,0.0003726559,8.058662032693917,-0.7740167582356046,-0.0011225849,0.0014287372,0.00031444922,5.331314853077156,0.00047745442,0.04720969966326768,-0.23866582,-0.07027435,-0.06600952,0.11734009,0.16683236788369038,0.1518698,0.00044096019858352,-1.4170330166816711,-0.062316895,-0.13700104,0.12332153,0.02914659008775002,0.19457872
1,65,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2,1,1,0.46522862,1,0,,0,114.9587,194.83118,397.99918,117.59495,198.27,425.9878,0.057364944,0.060088616,0.9965433,43.757206,0.21087395,0.14,0.24264295,0.37,2,,,,20.31324,214.93251,104.896385,31.548845,,,0.9200164,0.0071175704,0.9200164,0.0,0.049372308,0.023493737,0,52,11,0.14616565,114.96504,194.84013,397.9189,112.94034,195.57831,411.7377,0.01384991,0.00072159804,0.14550532,16.059566,2,1,0.14616565,0,2.0,1.8628409,0.06203948,0.08436192,2.6108336,-0.06175693,-0.06129572,0.9962073,113.48025,193.39919,421.6722,23.762325,0.17293736,1.80208,0.061552394,52,0.674127,1.9371543,0.05576204,36,0.5442796,1.8628409,0.06203948,76,0.30114216,0.5448172,0.3542937,0.5448172,0.0,0.10088905,114.94774,194.85571,398.0,0,52,11,0.14616565,114.96504,194.84013,397.9189,112.94034,195.57831,411.7377,0.01384991,0.00072159804,0.14550532,16.059566,2,1,0.14616565,0,1,0,1,0,True,True,0.2358633428812027,0.01657257229089737,0.01709076017141342,0.999716579914093,0.016574207693338394,0.017089515924453735,0.999716579914093,0.01657353714108467,0.01708860881626606,0.999716579914093,0.016574207693338394,0.017089515924453735,0.999716579914093,0.11092707820930878,0.07925441918154852,0.05936346367310514,0.07925441918154852,0.0007633844235676614,0.0009181049088629475,0.0008311873308155225,0.0009181049088629475,-0.1685215750419023,-0.57555366,-0.00015051068,7.9959005e-05,0.00020377319,0.3996327189681061,0.00018430392,-0.09467063862567782,0.613671449649715,-5.5147433e-05,-4.5970555e-05,0.00020170248,-0.25097597981103187,0.0001769766,-0.00015472048529528606,-0.084126174,-0.017303467,0.015579224,0.081085205,0.03167265902776026,0.08436191,-8.691757804742497e-05,0.0896976888179779,-0.006340027,-0.008956909,0.08026123,-0.01989095550844338,0.08100795
1,65,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3,1,1,0.45814657,1,0,,0,42.47096,130.49533,451.37238,40.42557,140.14621,501.09595,0.010032674,0.0041503995,0.99994105,59.587135,0.24882844,0.18,0.28295574,0.46,2,,,,15.801528,179.71545,68.893105,19.024567,,,0.5163667,0.013262683,0.5163667,0.0,0.18283337,0.2875372,0,52,11,0.08295951,42.704193,130.39682,451.53366,44.79675,129.72874,461.69724,-0.0072764596,0.003892441,0.08254648,11.366004,2,1,0.08295951,0,2.0,2.2433944,0.07424354,0.095450275,1.6522467,-0.14727823,0.017390732,0.98894215,36.023003,131.20486,496.03802,44.9349,0.07913239,2.318367,0.077415615,54,0.5887757,2.2816174,0.07937794,69,0.62576884,2.2433944,0.07424354,93,0.30335444,0.75156415,0.75156415,0.14220601,11.0,0.10622985,42.640934,130.42342,451.6,0,52,11,0.08295951,42.704193,130.39682,451.53366,44.79675,129.72874,461.69724,-0.0072764596,0.003892441,0.08254648,11.366004,2,1,0.08295951,0,1,0,1,0,True,False,0.2087191790342331,0.010184369049966335,0.011387770995497704,0.9998832941055298,0.01018995139747858,0.01138551440089941,0.9998832941055298,0.010169731453061104,0.011394277215003967,0.9998833537101746,0.01018995139747858,0.01138551440089941,0.9998832941055298,0.15812103433488328,0.10431188878965311,0.007246395785811851,0.10431188878965311,0.0018562563537381767,0.0009026799555766541,1.0959896664241129e-05,0.0009026799555766541,1.056383707503901,-0.10506297,-0.0014813328,0.00020396255,0.00014693305,0.5158486359473111,0.00020225892,-0.9878584911556614,1.5159162350779822,-0.0054616276,0.0007554689,-0.00035719463,-0.9305314488128544,0.0006361076,0.0009535763981615226,-0.008715972,-0.063259125,0.02659607,0.066345215,0.05380914554523017,0.095450275,-0.000891720058912413,0.12575966864824295,-0.2332344,0.09851074,-0.1612854,-0.09706549300384126,0.30019265
