,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,69,3,1,3,0.5265532,3,2,,0,36.5741,-31.266748,259.9369,37.263012,-31.851683,263.7463,0.17596084,-0.14940287,0.9729936,3.9151514,0.079917416,,0.09638404,,2,,,,13.184484,188.13705,91.82049,20.040085,,,,,,,,,0,52,11,0.17779088,35.860535,-32.34958,247.56302,36.715958,-32.08628,263.0253,-0.010218791,0.004009987,0.17745093,18.649809,2,1,0.17779088,0,1.0,2.6918044,0.017329771,2.1299334,4.166289,0.17596008,-0.14940226,0.972994,37.243507,-31.835123,263.63846,3.8043215,0.017137483,3.6408365,0.01839214,10,0.84007525,2.6918044,0.015849903,14,0.48710537,2.4813302,0.017329771,18,0.30832666,,,,,,36.5741,-31.266748,259.9369,0,52,11,0.17779088,35.860535,-32.34958,247.56302,36.715958,-32.08628,263.0253,-0.010218791,0.004009987,0.17745093,18.649809,2,1,0.17779088,0,1,2,1,0,True,True,0.1324782371520996,0.00981962401419878,-0.0027766693383455276,0.9999479651451111,0.009766990318894386,-0.002875991864129901,0.9999481439590454,0.00981962401419878,-0.0027766693383455276,0.9999479651451111,0.009766990318894386,-0.002875991864129901,0.9999481439590454,0.2236881516546186,0.07193102809039607,0.22368945293788306,0.07193102809039607,0.0008671191699272373,0.0009199029577283915,0.006628809757626536,0.0009199029577283915,-0.057379734848878525,-0.9025272,0.01989836,-0.033472784,0.04998271,2.1097588564076775,0.04932658,6.205988090304351,-0.25486483333310983,0.01989836,-0.033472784,0.04998271,2.109776947116221,0.04932658,-5.278378780115421e-05,-0.16046111,0.7135658,1.0828304,12.373871,0.15175712356422255,12.441639,0.005708906799898145,-0.04531264305114746,0.7135658,1.0828304,12.373871,0.15175842484748697,12.441639
1,69,3,1,3,0.62121046,3,1,,0,36.01805,-31.6245,256.3815,35.658527,-32.45556,248.62285,-0.054718018,-0.107284546,-0.99272156,7.811612,0.101382755,,0.12136298,,2,,,,17.47602,241.19449,115.0985,26.551468,,,,,,,,,0,52,11,0.17779088,35.860535,-32.34958,247.56302,36.715958,-32.08628,263.0253,-0.010218791,0.004009987,0.17745093,18.649809,2,1,0.17779088,0,2.0,1.7759639,0.02128114,1.9148012,3.091062,-0.046796776,-0.10590059,-0.993275,35.69587,-32.3536,249.54306,6.8847337,0.0097955745,1.9501857,0.022241224,20,0.5099005,1.8298244,0.026154762,18,0.74087816,1.7759639,0.02128114,33,0.30203116,,,,,,36.01805,-31.6245,256.3815,0,52,11,0.17779088,35.860535,-32.34958,247.56302,36.715958,-32.08628,263.0253,-0.010218791,0.004009987,0.17745093,18.649809,2,1,0.17779088,0,1,2,1,0,True,True,0.14643140137195587,0.009773332625627518,-0.002809327794238925,0.9999483227729797,0.009766990318894386,-0.002875991864129901,0.9999481439590454,0.009773332625627518,-0.002809327794238925,0.9999483227729797,0.009766990318894386,-0.002875991864129901,0.9999481439590454,3.0264941709260302,0.07193102809039607,3.0223886127347552,0.07193102809039607,0.19492815438478261,0.0009199029577283915,1.3376263867097846,0.0009199029577283915,210.90078012808897,-0.8803024,0.0043924744,-0.02241385,0.03562116,41.074946671450604,0.035085622,1453.0951036975894,-0.17638406871849474,0.0043924744,-0.02241385,0.03562116,41.0178703540356,0.035085622,0.19400825142705422,-0.15650974,0.15751648,0.7250786,8.818481,2.9545631428356343,8.849643,1.3367064837520561,-0.0313594788312912,0.15751648,0.7250786,8.818481,2.9504575846443593,8.849643
1,69,3,1,3,0.39300555,3,0,,0,35.543842,-32.809612,260.59058,25.366411,-55.471954,370.64514,-0.0637565,0.024155218,0.9976731,132.94878,0.41212368,0.34,0.45107844,0.71,2,,,,26.644611,242.01276,140.76895,42.67662,,,0.83414054,0.035865504,0.83414054,0.0,0.09824052,0.03175342,0,52,11,0.17779088,35.860535,-32.34958,247.56302,36.715958,-32.08628,263.0253,-0.010218791,0.004009987,0.17745093,18.649809,2,1,0.17779088,0,2.0,4.5003424,0.12810385,2.513436,3.7280786,-0.16752136,-0.108510666,0.9798786,29.794945,-36.464397,294.2705,34.361897,0.2504356,4.5669928,0.13288634,91,0.75764024,4.724516,0.12541598,89,0.51377577,4.5003424,0.12810385,143,0.30616036,0.54142547,0.01527258,0.54142547,0.0,0.44330198,35.551296,-32.735764,260.6,0,52,11,0.17779088,35.860535,-32.34958,247.56302,36.715958,-32.08628,263.0253,-0.010218791,0.004009987,0.17745093,18.649809,2,1,0.17779088,0,1,2,1,0,True,True,0.42545226216316223,0.009728225879371166,-0.0029069569427520037,0.9999485015869141,0.009766990318894386,-0.002875991864129901,0.9999481439590454,0.009727570228278637,-0.002913516713306308,0.9999483823776245,0.009766990318894386,-0.002875991864129901,0.9999481439590454,0.2076706056621308,0.07193102809039607,0.07836437610315174,0.07193102809039607,0.0055247451436693015,0.0009199029577283915,0.0026126918937027345,0.0009199029577283915,5.005791260104335,-0.27946892,-0.008623363,0.011937859,0.05266129,1.88707962579306,0.051724125,1.840182077634054,1.3929926083767261,-0.008831223,0.014220692,0.052623197,0.08943773199892045,0.051696975,0.00460484218594091,-0.049687028,-0.30923843,-0.3861847,13.036987,0.13573957757173472,13.046371,0.001692788935974343,0.24766138195991516,-0.31669235,-0.46003342,13.027557,0.006433348012755663,13.039523
1,69,4,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,4,1,2,0.597817,2,1,,0,24.192076,-67.60654,231.83275,24.499441,-67.6672,227.08871,0.06464915,-0.012756263,-0.9978266,4.7543674,0.08526965,,0.10267951,,2,,,,19.908953,230.00781,119.46731,30.665735,,,,,,,,,0,52,11,1.0486761,24.546722,-67.63083,226.79642,23.440739,-67.9967,237.86923,0.0037384748,0.0085323285,1.0486346,11.903023,2,1,1.0486761,0,2.0,1.8754202,0.020148996,4.3947225,4.403748,0.06464982,-0.012759586,-0.99782646,24.487875,-67.66492,227.26727,4.57542,0.009127873,1.982153,0.01198399,10,0.5882776,1.8352545,0.012443633,9,0.6149266,1.8754202,0.020148996,30,0.3006535,,,,,,24.192076,-67.60654,231.83275,0,52,11,1.0486761,24.546722,-67.63083,226.79642,23.440739,-67.9967,237.86923,0.0037384748,0.0085323285,1.0486346,11.903023,2,1,1.0486761,0,1,1,1,0,True,True,0.13577410578727722,0.008741809986531734,-0.006018850952386856,0.9999436736106873,0.0087773147970438,-0.006023711990565062,0.9999433159828186,0.008741809986531734,-0.006018850952386856,0.9999436736106873,0.0087773147970438,-0.006023711990565062,0.9999433159828186,3.0657892891302745,0.015089265649906982,3.065791204687228,0.015089265649906982,0.1893817047204311,0.0002387688088821263,1.27615109985231,0.0002387688088821263,792.159314263379,-0.98078626,-0.014447822,-0.0003591852,0.022206396,202.17683844005845,0.021219494,5343.7144366428165,-0.8705280863228128,-0.014447822,-0.0003591852,0.022206396,202.17696538838038,0.021219494,0.18914293591154896,-1.0285271,-0.35464668,0.024291992,5.036331,3.0507000234803674,5.048861,1.275912331043428,-0.9129020273685455,-0.35464668,0.024291992,5.036331,3.050701939037321,5.048861
1,69,4,1,2,0.30321723,2,0,,0,24.118103,-67.96198,235.56186,31.41542,-72.30887,404.967,0.017143045,0.051551204,0.99852324,283.82043,0.74318844,0.67,0.78031003,1.13,2,,,,32.276035,317.6753,186.77312,42.078396,,,0.907554,0.048208866,0.907554,0.0,0.03528731,0.0089498535,0,52,11,1.0486761,24.546722,-67.63083,226.79642,23.440739,-67.9967,237.86923,0.0037384748,0.0085323285,1.0486346,11.903023,2,1,1.0486761,0,0.0,2.8112755,0.9641854,0.7464692,8.060449,-0.004603505,0.047604144,0.9988555,23.548153,-63.877953,356.96,120.79824,0.12743403,2.8112755,0.97368807,637,0.5548834,,0.9758772,549,0.654734,1.0152265,0.9641854,904,0.30034375,0.7418073,0.7418073,0.1521523,11.0,0.10604043,24.104248,-69.62845,236.3,0,52,11,1.0486761,24.546722,-67.63083,226.79642,23.440739,-67.9967,237.86923,0.0037384748,0.0085323285,1.0486346,11.903023,2,1,1.0486761,0,1,1,1,0,True,True,0.7506615519523621,0.008730510249733925,-0.0061963871121406555,0.9999427199363708,0.0087773147970438,-0.006023711990565062,0.9999433159828186,0.008732324466109276,-0.0060484870336949825,0.9999436140060425,0.0087773147970438,-0.006023711990565062,0.9999433159828186,0.05544534235638914,0.015089265649906982,0.058235541024805486,0.015089265649906982,0.0029640852988291034,0.0002387688088821263,0.002545777251733698,0.0002387688088821263,11.414038972286335,-0.08056893,-0.018025802,0.029537115,0.041903596,2.6744891131750297,0.04085711,9.662101401152775,-0.28418171424063365,-0.017461369,0.0048964927,0.038648944,2.859401933530442,0.036909908,0.0027253164899469773,-0.08449072,-0.44247437,-1.9976196,9.503586,0.04035607670648216,9.721338,0.0023070084428515715,-0.2980145812034607,-0.42861938,-0.33115387,8.765442,0.043146275374898506,8.782161
1,69,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,6,1,1,0.41163698,1,0,,0,108.40134,20.553955,87.803505,141.46349,80.021866,236.9981,0.059761167,0.012632395,0.99813277,265.6976,0.7028928,0.47,0.7405933,0.89,2,,,,26.214533,204.43396,106.74977,37.881737,,,0.8546578,0.06288883,0.8546578,0.0,0.061695747,0.020757593,0,52,11,0.29889125,108.454735,20.64902,87.65184,115.340355,27.172516,129.90715,0.015176119,-0.011139137,0.29829738,45.105274,2,1,0.29889125,0,2.0,1.7866029,0.2724283,0.039978467,4.4078526,0.0635575,0.07623309,0.9950623,112.34789,25.323008,149.50005,61.805225,0.25524977,1.8857275,0.27159733,226,0.53233874,1.853283,0.28076908,179,0.69523084,1.7866029,0.2724283,338,0.30148867,0.5818141,0.5818141,0.24281459,11.0,0.17537132,108.41971,20.611404,88.0,0,52,11,0.29889125,108.454735,20.64902,87.65184,115.340355,27.172516,129.90715,0.015176119,-0.011139137,0.29829738,45.105274,2,1,0.29889125,0,1,0,1,0,True,True,0.710789680480957,0.016449740156531334,0.001858638133853674,0.9998629689216614,0.016453415155410767,0.0018620884511619806,0.9998629093170166,0.016448374837636948,0.0018534904811531305,0.9998629689216614,0.016453415155410767,0.0018620884511619806,0.9998629093170166,0.08819741378641797,0.052087305935367756,0.044669869575866314,0.052087305935367756,0.002119160877104116,0.0008109180861953465,0.0014183077722851258,0.0008109180861953465,1.6132859942078288,-0.08853703,-0.00032296008,-0.0018216276,0.0039720763,0.6932611929643135,0.002496567,0.7490148467886827,1.3780879809466946,-0.0004923541,-0.00460381,0.0017303086,-0.1424039163919387,0.001325068,0.0013082427909087695,-0.026462942,-0.03502655,-0.037614822,0.3481598,0.03611010785105022,0.3519332,0.0006073896860897792,0.4118984341621399,-0.053398132,-0.09506416,0.15166473,-0.007417436359501442,0.18679066
1,69,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,7,1,1,0.452063,1,0,,0,-147.29216,174.89563,153.9845,-163.86742,186.54651,248.80014,-0.11908061,0.02529929,0.99256223,102.381004,0.3453013,0.3,0.38296667,0.66,2,,,,32.744396,189.42743,79.17635,26.291862,,,0.7492825,0.03748671,0.7492825,0.0,0.1276927,0.08553809,0,52,11,0.15526582,-147.33165,174.87898,153.4929,-148.84741,174.63849,173.47633,-0.010858513,-0.00079156144,0.15488279,20.72995,2,1,0.15526582,0,2.0,1.8476926,0.14809611,0.3063612,3.6536162,-0.12939061,0.11868776,0.9844651,-152.53972,179.57481,193.90442,40.53412,0.100407325,1.8812642,0.1480157,90,0.50418544,1.7111596,0.14721327,108,0.7703251,1.8476926,0.14809611,155,0.304734,0.5769651,0.33101797,0.5769651,0.0,0.09201693,-147.29498,174.76392,154.0,0,52,11,0.15526582,-147.33165,174.87898,153.4929,-148.84741,174.63849,173.47633,-0.010858513,-0.00079156144,0.15488279,20.72995,2,1,0.15526582,0,1,0,1,0,True,True,0.361104816198349,-0.006570235826075077,0.015666011720895767,0.9998557567596436,-0.006573819555342197,0.015677034854888916,0.9998554587364197,-0.006569989956915379,0.015677837654948235,0.9998554587364197,-0.006573819555342197,0.015677034854888916,0.9998554587364197,0.1612184546883768,0.06673301062049139,0.11321684877163884,0.06673301062049139,0.003849223886343026,0.0006914444676918499,0.004628661339105795,0.0006914444676918499,4.566931353420672,-0.046176992,-0.000248873,-0.000657978,0.0033037055,1.4158726421803638,0.0018927498,5.694191009376346,1.3257199118632155,-0.000268033,9.519348e-05,0.0032027045,0.6965643797415291,0.0017917329,0.003157779418651176,-0.0071697086,0.03666687,-0.11506653,0.50709534,0.09448544406788542,0.52127767,0.003937216871413945,0.20583899319171906,0.039489746,0.016647339,0.4915924,0.046483838151147455,0.49345684
1,69,8,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,8,1,2,0.61607856,2,1,,0,-60.14035,26.18399,234.4871,-62.420937,27.4856,282.55945,0.013538471,0.3339394,0.9424973,48.621494,0.2227657,0.17,0.2553891,0.37,2,,,,25.815998,132.77684,57.473045,27.047668,,,0.7643152,0.0017403442,0.7643152,0.0,0.21194078,0.022003705,0,52,11,0.51878077,-60.20167,28.383133,234.40308,-62.781532,26.145454,282.2777,0.006762212,0.019000683,0.51838833,48.40571,2,1,0.51878077,0,2.0,1.705564,0.17588049,1.8722097,4.1227493,-0.063151956,-0.02218702,0.9977573,-62.834473,25.23747,277.0524,42.660973,0.08064561,,0.15684767,94,0.6254376,,,0,0.5790464,1.705564,0.17588049,190,0.30067432,0.4936607,0.4936607,0.3314494,11.0,0.1748899,-60.14035,26.18399,234.4871,0,52,11,0.51878077,-60.20167,28.383133,234.40308,-62.781532,26.145454,282.2777,0.006762212,0.019000683,0.51838833,48.40571,2,1,0.51878077,0,1,1,1,0,True,True,0.2465527206659317,0.0012336657382547855,0.0023306715302169323,0.999996542930603,0.001228216104209423,0.0025264378637075424,0.9999960660934448,0.0012336657382547855,0.0023306715302169323,0.999996542930603,0.001228216104209423,0.0025264378637075424,0.9999960660934448,0.06894510749772206,0.036097000589739484,0.3383939662926447,0.036097000589739484,0.0008360352273037619,0.0006759679434000643,0.02823286950690864,0.0006759679434000643,0.23679715209359198,-0.66097337,-0.0010185973,-0.07748061,0.0003584857,0.909995466972943,0.009035209,40.76658047554678,-0.5247458350170049,-0.0010185973,-0.07748061,0.0003584857,8.374572977369002,0.009035209,0.0001600672839036976,-0.34290028,0.06132126,-2.1991425,0.08403015,0.03284810690798258,2.2016015,0.027556901563508575,-0.27222804725170135,0.06132126,-2.1991425,0.08403015,0.3022969657029052,2.2016015
1,69,8,0,2,0.4037415,1,0,,0,-62.325558,30.657238,288.92914,-78.57158,20.584393,415.99768,0.027816774,-0.98740774,0.15573122,283.18658,0.74177635,0.68,0.77891904,1.13,2,,,,15.30265,283.8239,90.28195,30.927176,,,0.8779253,0.06021786,0.8779253,0.0,0.057073608,0.004783275,0,52,11,0.51878077,-60.20167,28.383133,234.40308,-62.781532,26.145454,282.2777,0.006762212,0.019000683,0.51838833,48.40571,2,1,0.51878077,0,2.0,2.4116042,0.3036087,56.23479,6.426675,-0.10789478,-0.08824113,0.99023855,-69.25226,23.197714,336.48077,47.241955,0.43716016,1.2909564,0.31295547,259,0.7165031,6.8800917,0.48127347,274,0.5248992,2.4116042,0.3036087,346,0.3029573,0.631984,0.012330169,0.631984,0.0,0.35568586,-64.1551,27.366398,289.69998,0,52,11,0.51878077,-60.20167,28.383133,234.40308,-62.781532,26.145454,282.2777,0.006762212,0.019000683,0.51838833,48.40571,2,1,0.51878077,0,1,1,1,0,True,True,0.7492635846138,0.0008720222394913435,0.0024240065831691027,0.9999967217445374,0.001228216104209423,0.0025264378637075424,0.9999960660934448,0.0010341453598812222,0.002715679118409753,0.999995768070221,0.001228216104209423,0.0025264378637075424,0.9999960660934448,0.14205489941183033,0.036097000589739484,1.4171142497524412,0.036097000589739484,0.0061267001486274,0.0006759679434000643,1.5046807188362032,0.0006759679434000643,8.063595705161093,-0.41476494,0.06566971,-0.035821807,0.2359052,2.93536573928553,0.22755189,2224.964609013529,0.4442778741033839,0.03527952,0.08012171,0.23261666,38.25850421365075,0.22413498,0.005450732205227336,-0.21517208,-3.9534264,-1.0167351,55.296906,0.10595789882209085,55.447372,1.5040047508928032,0.230482816696167,-2.123886,2.274105,54.526062,1.3810172491627017,54.614777
1,69,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,10,1,1,0.45017165,1,0,,0,-34.331497,98.97742,262.13135,-34.09208,111.35701,301.24802,-0.02970831,0.21822715,0.97544575,42.921394,0.20880304,0.15,0.24041289,0.35,2,,,,33.09668,200.25182,107.99836,42.006874,,,0.7328283,0.034225695,0.7328283,0.0,0.13258758,0.10035842,0,52,11,0.07193648,-34.38206,99.01861,262.20764,-34.026398,107.537125,281.049,0.00018372304,0.008946647,0.07137591,21.750599,2,1,0.07193648,0,1.0,2.0129807,0.06898531,0.0,1.9801337,-0.0056483373,0.31336454,0.94961613,-34.649963,110.2618,298.9806,35.151672,0.09116895,,0.06887785,32,0.40204254,2.0129807,0.06960501,72,1.4747347,1.7612953,0.06898531,93,0.31591713,0.96281403,0.96281403,0.01265287,11.0,0.024533125,-34.451416,99.24651,265.6,0,52,11,0.07193648,-34.38206,99.01861,262.20764,-34.026398,107.537125,281.049,0.00018372304,0.008946647,0.07137591,21.750599,2,1,0.07193648,0,1,0,1,0,True,True,0.23401369154453278,0.003510403912514448,0.008809300139546394,0.9999549984931946,0.0035176195669919252,0.008791719563305378,0.9999551773071289,0.003522133221849799,0.008788121864199638,0.9999551773071289,0.0035176195669919252,0.008791719563305378,0.9999551773071289,0.3100637197834007,0.11590629795427408,0.21387779385855937,0.11590629795427408,0.006632214228527419,0.0009664140977860981,0.010704654607210456,0.0009664140977860981,5.862704345601718,-0.04102463,0.002017186,0.0023016408,0.012937702,1.6751240032333978,0.012042968,10.076674721253683,2.253060050536755,-0.0014706452,-0.00041599353,-0.00029096767,0.8452646459550955,0.00035544098,0.005665800130741321,-0.0029511675,-0.06935501,0.22790527,3.3923645,0.1941574218291266,3.4007187,0.009738240509424359,0.16207721084356308,0.050563812,-0.0411911,-0.076293945,0.09797149590428529,0.100370176
1,70,1,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,1,1,2,0.3879887,2,1,,0,166.306,-83.960266,196.24545,166.38205,-83.99002,197.25702,0.07488983,-0.029304385,0.9967611,1.0148572,0.052357826,,0.0637138,,0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0,52,11,0.20308207,162.63919,-84.23578,157.88145,165.71487,-86.03744,191.48015,0.002598451,0.01121012,0.20275514,34.564598,2,1,0.20308207,0,1.0,1.6620783,0.007738883,5.1504254,7.6257057,0.07489663,-0.029302206,0.9967606,166.36856,-84.23016,197.25096,1.0148416,0.4970595,1.2092365,0.006511533,4,0.6342443,1.6620783,0.007738883,6,0.57278496,,,0,0.30097497,,,,,,166.29256,-84.200424,196.23941,0,52,11,0.20308207,162.63919,-84.23578,157.88145,165.71487,-86.03744,191.48015,0.002598451,0.01121012,0.20275514,34.564598,2,1,0.20308207,0,1,1,1,0,True,True,0.11791960895061493,0.02145635150372982,-0.007518476340919733,0.9997415542602539,0.021202880889177322,-0.00754752941429615,0.9997466802597046,0.021457543596625328,-0.007497028913348913,0.9997416138648987,0.021202880889177322,-0.00754752941429615,0.9997466802597046,0.05779393757585929,0.06333392641444868,0.05779595527095351,0.06333392641444868,2.584894710372342e-05,0.0008146000027893417,0.00039389541254423766,0.0008146000027893417,-0.9682679265710633,-0.9618928,0.022463012,-0.00041971018,0.24295416,-0.08747268884509787,0.15934418,-0.5164554245083887,-0.4193499746525819,0.022545667,-0.0032707325,0.24299243,-0.08744083079983755,0.15937835,-0.0007887510556856183,-0.19534318,3.653366,0.035354614,38.357956,-0.005539988838589395,38.53156,-0.0004207045902451041,-0.0851624608039856,3.666809,0.2755127,38.364,-0.00553797114349517,38.53982
1,70,1,1,2,0.5185709,2,0,,0,162.60213,-84.16485,158.02066,165.96663,-35.59343,196.95038,0.10813906,-0.085899375,0.9904177,104.59113,0.3501642,0.23,0.38795045,0.54,2,,,,12.545352,195.65048,100.20413,21.897955,,,0.8382811,0.020882478,0.8382811,0.0,0.09946401,0.041372415,0,52,11,0.20308207,162.63919,-84.23578,157.88145,165.71487,-86.03744,191.48015,0.002598451,0.01121012,0.20275514,34.564598,2,1,0.20308207,0,2.0,4.401781,0.13330282,33.740265,4.4961805,0.09088975,0.14682356,0.984978,165.29683,-79.81182,187.2233,29.648014,0.21080208,3.7972693,0.12462929,83,0.48415056,4.128697,0.12663488,96,0.8211617,4.401781,0.13330282,152,0.30457532,0.87701213,0.008001683,0.11498619,22.0,0.87701213,162.60213,-84.16485,158.02066,0,52,11,0.20308207,162.63919,-84.23578,157.88145,165.71487,-86.03744,191.48015,0.002598451,0.01121012,0.20275514,34.564598,2,1,0.20308207,0,1,1,1,0,True,True,0.36575764417648315,0.02119929902255535,-0.007541080936789513,0.9997467994689941,0.021202880889177322,-0.00754752941429615,0.9997466802597046,0.02119929902255535,-0.007541080936789513,0.9997467994689941,0.021202880889177322,-0.00754752941429615,0.9997466802597046,0.17021504599442142,0.06333392641444868,0.11747946876760873,0.06333392641444868,0.0038622042617955294,0.0008146000027893417,0.005047976907119944,0.0008146000027893417,3.7412279015107104,-0.34360123,-0.00022788848,-0.000842047,0.0008817117,1.6875808216998436,0.0006640296,5.196878087201981,0.8010336639687387,-0.00022788848,-0.000842047,0.0008817117,0.8549216102415459,0.0006640296,0.003047604259006188,-0.06977925,-0.0370636,0.07093048,0.13920593,0.10688111957997273,0.16057128,0.004233376904330602,0.16267557442188263,-0.0370636,0.07093048,0.13920593,0.05414554235316005,0.16057128
1,70,2,1,3,,-1,3,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,2,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,2,1,3,0.5452708,3,2,,0,179.75858,8.183491,85.060814,177.91919,8.808365,64.02896,-0.12173393,0.031231705,-0.99207133,21.126652,0.14979246,0.43,0.17639494,0.56,2,,,,13.19606,226.18327,93.33071,18.768187,,,0.5187867,0.0089120325,0.5187867,0.0,0.34636265,0.12593858,0,52,11,0.30145717,177.97562,8.815043,63.834553,186.13882,7.690552,97.55391,0.022227587,-0.0022266891,0.30062792,35.721504,2,1,0.30145717,0,2.0,1.8997582,0.054735523,14.328439,2.7905335,-0.08217244,0.03414516,-0.9960331,178.14679,8.853238,65.52391,19.614716,0.011939355,2.1038618,0.055164166,40,0.6404154,1.7203461,0.052353356,41,0.56862646,1.8997582,0.054735523,79,0.30119482,0.91128325,0.011043078,0.91128325,0.0,0.077673666,179.75858,8.183491,85.060814,0,52,11,0.30145717,177.97562,8.815043,63.834553,186.13882,7.690552,97.55391,0.022227587,-0.0022266891,0.30062792,35.721504,2,1,0.30145717,0,2,1,1,0,True,True,0.18330705165863037,0.022885940968990326,0.000738051428925246,0.9997377991676331,0.022768795490264893,0.0007965370896272361,0.9997403621673584,0.022885940968990326,0.000738051428925246,0.9997377991676331,0.022768795490264893,0.0007965370896272361,0.9997403621673584,3.072692385392415,0.05168438093589679,3.037374140828499,0.05168438093589679,0.5167820712400762,0.0008052750630582762,1.691125174438505,0.0008052750630582762,640.7460256094851,-0.8184302,0.010017996,-0.07164488,0.33251992,58.451082314469815,0.112584986,2099.0590382321593,-0.3919300254744729,0.010017996,-0.07164488,0.33251992,57.76773767679832,0.112584986,0.515976796177018,-0.24672164,1.782959,-0.6315527,21.226261,3.021008004456518,21.310371,1.6903198993754467,-0.11815011501312256,1.782959,-0.6315527,21.226261,2.985689759892602,21.310371
