,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,91,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,2,1,1,0.56338274,1,0,,0,94.17828,141.91582,299.5482,94.24594,142.4315,302.6842,0.02128626,0.16223335,0.9865228,3.1788538,0.07463928,,0.090189524,,2,,,,11.34151,219.48228,109.48786,17.47534,,,,,,,,,0,52,11,0.04800213,94.288086,141.60571,298.62695,91.88134,141.00273,312.79166,-0.000487149,-0.005128296,0.047722183,15.577365,2,1,0.04800213,0,2.0,2.0855196,0.040370136,0.9644424,12.699578,0.021285344,0.1622264,0.986524,94.24595,142.43152,302.6842,3.1788564,0.012599866,,0.040173166,30,0.47336966,,0.041939586,36,0.8504129,2.0855196,0.040370136,55,0.30409804,,,,,,94.17828,141.91582,299.5482,0,52,11,0.04800213,94.288086,141.60571,298.62695,91.88134,141.00273,312.79166,-0.000487149,-0.005128296,0.047722183,15.577365,2,1,0.04800213,0,0,1,1,0,True,True,0.12936273217201233,0.01488080807030201,0.012557043693959713,0.9998103976249695,0.014891739003360271,0.01253062766045332,0.9998105764389038,0.01488080807030201,0.012557043693959713,0.9998103976249695,0.014891739003360271,0.01253062766045332,0.9998105764389038,0.15053630837452261,0.12217366790155325,0.15054318326149504,0.12217366790155325,0.000914834935450219,0.0007164992585666423,0.002931779943325999,0.0007164992585666423,0.27681211740588196,-0.15899283,-0.00116454,0.0021899142,0.0030848994,0.2321501921005089,0.0028462252,3.091811552172474,1.6949372603599993,-0.00116454,0.0021899142,0.0030848994,0.23220646353027372,0.0028462252,0.00019833567688357675,-0.007631995,-0.109802246,0.31010437,0.92123413,0.028362640472969367,0.9782094,0.002215280684759357,0.0813606008887291,-0.109802246,0.31010437,0.92123413,0.028369515359941797,0.9782094
1,91,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,3,1,1,0.54311824,1,0,,0,139.00568,92.506485,176.8474,137.23029,91.274704,191.15637,-0.17970397,-0.060165808,0.9818791,14.479069,0.12831977,0.31,0.15201527,0.44,2,,,,9.919283,196.05055,86.37786,15.313373,,,0.7918751,0.04298786,0.11778094,211.0,0.7918751,0.04735606,0,52,11,0.042531367,139.02557,92.496315,176.95679,136.87694,92.01583,190.82451,-0.0046120984,-0.0029574407,0.042173907,14.613055,2,1,0.042531367,0,2.0,1.8814012,0.03884725,0.24275118,2.9236438,-0.116534725,-0.08810667,0.98927087,137.45724,91.335785,189.99211,13.287271,0.033216592,2.0040007,0.03894616,26,0.71713233,2.0482042,0.041988976,34,0.52545106,1.8814012,0.03884725,49,0.30325365,,,,,,139.00568,92.506485,176.8474,0,52,11,0.042531367,139.02557,92.496315,176.95679,136.87694,92.01583,190.82451,-0.0046120984,-0.0029574407,0.042173907,14.613055,2,1,0.042531367,0,0,1,1,0,True,True,0.1662217080593109,0.01905364729464054,0.008274830877780914,0.9997842311859131,0.019055241718888283,0.008273839950561523,0.9997842311859131,0.01905364729464054,0.008274830877780914,0.9997842311859131,0.019055241718888283,0.008273839950561523,0.9997842311859131,0.16687902009071884,0.14973272291465897,0.21136542380103024,0.14973272291465897,0.0010818417839255439,0.0009535485066467575,0.007426011718303601,0.0009535485066467575,0.1345430005757565,-0.08662121,-0.00014312087,0.00010995014,-0.00061817496,0.11451269196401709,0.00045888594,6.787765034017898,2.9082145309328857,-0.00014312087,0.00010995014,-0.00061817496,0.41161811317289126,0.00045888594,0.00012829327727878644,-0.0036841184,-0.019897461,0.010169983,-0.10939026,0.017146297176059866,0.111649305,0.0064724632116568434,0.12369034066796303,-0.019897461,0.010169983,-0.10939026,0.06163270088637127,0.111649305
1,91,4,1,3,,-1,3,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,4,1,3,0.5603394,3,2,,0,129.23575,-173.49738,385.65753,125.52112,-173.00018,384.2558,-0.92835486,0.124252655,-0.35031223,4.001317,0.08049551,,0.09706455,,2,,,,24.58231,236.3369,129.51355,34.791084,,,,,,,,,0,62,11,0.5047676,130.15347,-173.61603,382.34143,129.81512,-178.53972,432.66132,0.0066477535,-0.016954597,0.5044387,51.592247,2,1,0.5047676,0,2.0,0.8895268,0.006644298,0.9863944,1.2022778,-0.9283531,0.124252476,-0.35031673,125.581604,-173.0083,384.27863,3.936158,0.09966437,,0.006644298,8,4.440986,,,0,1.0609548,0.8895268,0.004732355,7,0.8563679,,,,,,129.23575,-173.49738,385.65753,0,62,11,0.5047676,130.15347,-173.61603,382.34143,129.81512,-178.53972,432.66132,0.0066477535,-0.016954597,0.5044387,51.592247,2,1,0.5047676,0,1,1,1,0,True,True,0.1328277736902237,0.017845239490270615,-0.015234043821692467,0.9997246861457825,0.01793101243674755,-0.015248876996338367,0.999722957611084,0.017845239490270615,-0.015234043821692467,0.9997246861457825,0.01793101243674755,-0.015248876996338367,0.999722957611084,1.9483847768513243,0.01894973124746678,1.9483799409481133,0.01894973124746678,0.02522310504278802,0.00018125816451627975,0.5042387216109746,0.00018125816451627975,138.15569050420677,-0.9868369,-0.007051096,-0.0006834181,0.008673141,101.81859681317573,0.007831259,2780.881428384906,-0.7368536044054533,-0.007051096,-0.0006834181,0.008673141,101.8183416167749,0.007831259,0.02504184687827174,-0.4981233,-0.9177246,0.118652344,3.316101,1.9294350456038576,3.442793,0.5040574634464583,-0.3719398230314255,-0.9177246,0.118652344,3.316101,1.9294302097006466,3.442793
1,91,4,1,3,-1.0,3,1,,4294967295,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1.0,,0.010061056,,,,,,,,,,,,0.011116055,7,0.00021983507,,0.01525794,11,0.0008204357,,0.010061056,11,0.0003003003,,,,,,,,,0,62,11,0.5047676,130.15347,-173.61603,382.34143,129.81512,-178.53972,432.66132,0.0066477535,-0.016954597,0.5044387,51.592247,2,1,0.5047676,0,1,1,1,0,False,False,,,,,0.01793101243674755,-0.015248876996338367,0.999722957611084,,,,,,,,0.01894973124746678,,,,0.00018125816451627975,,,,-0.98006797,,,,,,,,,,,,,,-0.49470654,,,,,,,,,,,,
1,91,4,1,3,0.3346344,3,0,,0,130.15735,-173.59882,385.99908,133.14069,-163.11856,495.10062,0.011383288,-0.06059388,0.9980976,198.99045,0.55594486,0.46,0.59521526,0.88,2,,,,29.082071,277.94046,163.15599,38.272274,,,0.7253358,0.15704124,0.7253358,0.0,0.1161098,0.0015131958,0,62,11,0.5047676,130.15347,-173.61603,382.34143,129.81512,-178.53972,432.66132,0.0066477535,-0.016954597,0.5044387,51.592247,2,1,0.5047676,0,2.0,2.7839313,0.4611216,0.2882367,8.428679,0.0167965,0.00610549,0.99984026,131.07204,-173.39067,440.6999,54.70864,0.17166409,2.9676728,0.45479593,286,0.59381527,2.6410856,0.4564414,287,0.60651076,2.7839313,0.4611216,466,0.30004793,0.69151187,0.14590913,0.69151187,0.0,0.16257899,130.15312,-173.7247,386.0,0,62,11,0.5047676,130.15347,-173.61603,382.34143,129.81512,-178.53972,432.66132,0.0066477535,-0.016954597,0.5044387,51.592247,2,1,0.5047676,0,1,1,1,0,True,True,0.5658960938453674,0.017925221472978592,-0.015253519639372826,0.999722957611084,0.01793101243674755,-0.015248876996338367,0.999722957611084,0.017925595864653587,-0.015242470428347588,0.9997231364250183,0.01793101243674755,-0.015248876996338367,0.999722957611084,0.02138806342942246,0.01894973124746678,0.04585356135799476,0.01894973124746678,0.00021093972837007955,0.00018125816451627975,0.001189824316702861,0.00018125816451627975,0.16375297594461702,-0.086467534,-2.6964485e-06,0.0006259393,0.009568854,0.12867370782800097,0.008325752,5.564252263494572,0.12110226076462506,2.9778172e-05,-9.913782e-05,0.00956646,1.4197473177422772,0.008320095,2.9681563853799795e-05,-0.043646008,-0.00035095215,-0.108673096,3.6585693,0.002438332181955681,3.6601832,0.001008566152186581,0.06112849712371826,0.0038757324,0.017211914,3.6576538,0.02690383011052798,3.6576962
1,91,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,5,1,1,0.20313002,1,0,,0,152.38765,-130.57191,316.09982,155.603,-123.66728,465.70007,0.014648555,-0.01948563,0.9997028,181.75073,0.51829094,0.42,0.55773705,0.82,2,,,,22.674324,206.35701,105.03377,29.39582,,,0.94920695,0.013287616,0.94920695,0.0,0.034713,0.0027924636,0,52,11,1.3322444,152.44821,-130.54367,316.12494,153.8685,-128.49889,354.8838,0.020720681,-0.0019004443,1.3320818,39.33571,2,1,1.3322444,0,1.0,17.100416,1.2440145,0.0,15.077799,0.0021305084,0.0026265364,0.99999416,152.71855,-133.15016,416.00494,82.90541,0.12981331,,1.2522815,727,0.5972863,17.100416,1.2500311,651,0.6027456,,1.2440145,1089,0.30000174,0.9405083,0.9405083,0.029195843,11.0,0.03029587,152.54192,-133.36792,333.1,0,52,11,1.3322444,152.44821,-130.54367,316.12494,153.8685,-128.49889,354.8838,0.020720681,-0.0019004443,1.3320818,39.33571,2,1,1.3322444,0,1,0,1,0,True,True,0.5289509892463684,0.019984029233455658,-0.011764835566282272,0.9997310638427734,0.02000577189028263,-0.011532998643815517,0.9997333288192749,0.02000046893954277,-0.011535520665347576,0.9997333884239197,0.02000577189028263,-0.011532998643815517,0.9997333288192749,0.022933783583872477,0.01104258806084463,0.009578562697444431,0.01104258806084463,0.0006542999134868947,0.00016245221780915108,4.853065203061674e-05,0.00016245221780915108,3.0276453120237883,-0.066226505,0.00061466265,0.021634517,0.053697336,1.076848602656134,0.045956466,-0.701261991463665,-0.6029624964073762,-0.00039726365,0.00021635686,-7.944949e-05,-0.1325799129093129,0.00019064585,0.0004918476956777436,-0.088229895,0.09370422,-2.8242493,16.975067,0.011891195523027847,17.208662,-0.00011392156577853434,-0.8032934069633484,-0.060562134,-0.028244019,-0.025115967,-0.0014640253634001996,0.07138843
1,91,6,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,6,1,2,-1.0,2,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0.0,,0.005177309,,,,,,,,,,,,0.005091866,4,0.00021983507,,0.004363039,3,0.0008204357,,0.005177309,4,0.0003003003,,,,,,,,,0,52,11,1.0864009,130.95021,-129.49402,466.93604,133.47972,-128.96529,509.4,0.035055283,-0.0043618437,1.0858263,42.547543,2,0,1.0864009,0,1,0,1,0,False,False,,,,,0.01786915212869644,-0.011290295049548149,0.9997766017913818,,,,,,,,0.016132627876402635,,,,0.000282748517059388,,,,-0.9952345,,,,,,,,,,,,,,-1.0812236,,,,,,,,,,,,
1,91,6,1,2,0.44424003,2,0,,0,130.6799,-129.21677,467.0111,133.16464,-129.22632,504.38455,0.08004673,-0.06532216,0.9946485,37.85641,0.19603391,0.57,0.22661193,0.69,2,,,,32.38792,143.02473,75.39153,34.38751,,,0.44668138,0.007563782,0.25613666,2212.0,0.2896182,0.44668138,0,52,11,1.0864009,130.95021,-129.49402,466.93604,133.47972,-128.96529,509.4,0.035055283,-0.0043618437,1.0858263,42.547543,2,0,1.0864009,0,2.0,2.5986753,0.1577408,0.8727949,4.6396465,0.06252515,0.012958896,0.99795926,132.48491,-129.63643,501.52908,33.99845,0.06590553,2.7281406,0.17396499,108,0.58800197,3.1681304,0.17595978,103,0.6150605,2.5986753,0.1577408,170,0.30061346,0.9682901,0.020790232,0.9682901,0.0,0.010919648,130.35915,-130.07701,467.6,0,52,11,1.0864009,130.95021,-129.49402,466.93604,133.47972,-128.96529,509.4,0.035055283,-0.0043618437,1.0858263,42.547543,2,0,1.0864009,0,1,0,1,0,False,False,0.5797100067138672,0.017816593870520592,-0.011340471915900707,0.9997769594192505,0.01786915212869644,-0.011290295049548149,0.9997766017913818,0.017845479771494865,-0.011266056448221207,0.9997772574424744,0.01786915212869644,-0.011290295049548149,0.9997766017913818,0.050923218556184376,0.016132627876402635,0.08258997618776764,0.016132627876402635,0.0004090493750520881,0.000282748517059388,0.003954262342271341,0.000282748517059388,0.44668972734584517,-0.8548042,-0.004513658,0.004502081,0.001421974,2.1565358691915475,0.002117892,12.985086052425853,-0.4663940129420542,-0.0020642155,-0.0021410426,0.00016077844,4.119437256007925,0.0007858,0.0001263008579927001,-0.92866004,-0.59106445,-0.58299255,0.66397095,0.03479059067978174,1.0630592,0.0036715138252119525,-0.5066908597946167,-0.27030945,0.2772522,0.07507324,0.06645734831136502,0.39442614
1,91,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,7,1,1,0.3859647,1,0,,0,-11.988398,-135.18303,230.30272,-20.125057,-123.36854,329.50183,0.025260136,0.019653449,0.9994877,121.683784,0.38758057,0.33,0.42615947,0.71,2,,,,30.326944,188.13426,90.526855,30.601286,,,0.86167777,0.017291846,0.86167777,0.0,0.10291271,0.018117689,0,52,11,0.31363624,-12.075303,-135.05417,230.45,-15.310666,-136.05986,252.64001,0.016103888,-0.009128478,0.31308907,24.42646,2,1,0.31363624,0,2.0,1.7932799,0.2846685,0.889485,5.673039,-0.011401164,0.036927905,0.99925286,-12.560117,-133.07375,280.9417,50.17919,0.16654308,1.6737111,0.5534234,190,0.5643267,2.092278,,188,0.64151096,1.7932799,0.2846685,285,0.3002243,0.82330674,0.82330674,0.09478504,11.0,0.081908196,-11.988015,-134.92676,230.8,0,52,11,0.31363624,-12.075303,-135.05417,230.45,-15.310666,-136.05986,252.64001,0.016103888,-0.009128478,0.31308907,24.42646,2,1,0.31363624,0,1,0,1,0,True,True,0.40172427892684937,0.005521117709577084,-0.012012943625450134,0.9999126195907593,0.005513517186045647,-0.012024660594761372,0.9999125003814697,0.005521326791495085,-0.012036290019750595,0.9999123811721802,0.005513517186045647,-0.012024660594761372,0.9999125003814697,0.05179343158198182,0.04894415543923051,0.03733754215260701,0.04894415543923051,0.0007636402186204938,0.0007513251403094856,0.0005600406251498785,0.0007513251403094856,0.01639114366109911,-0.092360936,-0.0072286306,-0.00094340584,0.0015187941,0.058214839283292866,0.0014307905,-0.2545961859878843,0.28086051103176146,-0.0071969605,0.00095413916,-0.00063908804,-0.23713992370415646,0.0008008131,1.2315078311008225e-05,-0.028967738,0.0872879,0.12741089,0.3500061,0.0028492761427513086,0.3825663,-0.00019128451515960704,0.0880880355834961,0.08690548,-0.12886047,-0.14727783,-0.011606613286623498,0.21412227
1,91,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,8,1,1,0.38380685,1,0,,0,-137.99045,-86.60564,218.59053,-128.04315,-73.31241,406.3579,-0.011657747,-0.020195063,0.99972814,263.34784,0.6976802,0.41,0.73545164,0.81,2,,,,51.48235,440.64777,240.87566,85.28912,,,0.6863131,0.20672338,0.6863131,0.0,0.10398641,0.002977106,0,52,11,0.53106505,-138.03558,-86.58012,218.51013,-137.51822,-83.71824,278.7749,-0.011234401,-0.003527772,0.5309342,66.42819,2,1,0.53106505,0,2.0,2.0022838,0.4743868,0.1813041,5.2920947,0.009995043,0.054469727,0.99846536,-137.09718,-81.89304,308.7031,89.64065,0.1117712,1.9273063,0.4815004,348,0.5490434,2.2303333,0.48311594,326,0.663628,2.0022838,0.4743868,557,0.3004611,0.93763393,0.93763393,0.027131809,11.0,0.035234272,-137.99315,-86.77574,219.2,0,52,11,0.53106505,-138.03558,-86.58012,218.51013,-137.51822,-83.71824,278.7749,-0.011234401,-0.003527772,0.5309342,66.42819,2,1,0.53106505,0,1,0,1,0,True,True,0.7056354284286499,-0.00570363225415349,-0.007734217215329409,0.9999538064002991,-0.005707766395062208,-0.0077172573655843735,0.9999539256095886,-0.005703702103346586,-0.007719476707279682,0.9999539256095886,-0.005707766395062208,-0.0077172573655843735,0.9999539256095886,0.06418227021718563,0.015490576164334503,0.01382175625658183,0.015490576164334503,0.0019541718623409293,0.0001274332798922378,0.00013480525978966804,0.0001274332798922378,14.33486279246244,-0.106725596,-0.0003074185,0.0022594715,0.003157131,3.1433107159021536,0.0026353209,0.057849722644385114,0.32871751341473365,-0.0003269845,0.00029475964,0.00036793973,-0.10773129998837383,0.00035098102,0.0018267385824486916,-0.056678236,0.042434692,-0.1956253,0.6898651,0.04869169405285113,0.71832013,7.371979897430255e-06,0.17457038164138794,0.045135498,-0.025520325,0.08039856,-0.0016688199077526736,0.09566832
1,91,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,9,1,1,0.3323712,1,0,,0,-127.93049,27.208956,347.79855,-144.26237,43.919804,499.69754,-0.012527287,-0.010766829,0.9998636,304.07672,0.7884227,0.7,0.8248352,1.16,2,,,,26.240978,331.6866,126.88726,40.335392,,,0.82182956,0.11287872,0.82182956,0.0,0.061061252,0.004230475,0,52,11,0.7888836,-127.99815,27.230112,347.8674,-130.3708,27.824818,383.92307,-0.009417254,-0.012553807,0.78872734,37.602238,2,1,0.7888836,0,1.0,3.7063017,0.6748674,0.0,6.1533637,-0.053780634,0.03734384,0.9978542,-133.71263,29.45662,458.56183,106.99139,0.1178259,,0.6505982,384,0.56468695,3.7063017,0.6583569,385,0.64296776,5.054618,0.6748674,638,0.30064514,0.6664251,0.6664251,0.032974817,11.0,0.30060008,-127.958565,25.46115,351.80002,0,52,11,0.7888836,-127.99815,27.230112,347.8674,-130.3708,27.824818,383.92307,-0.009417254,-0.012553807,0.78872734,37.602238,2,1,0.7888836,0,1,0,1,0,True,True,0.7954709529876709,-0.00475323898717761,0.0022428862284868956,0.9999861717224121,-0.0047583733685314655,0.0023995456285774708,0.9999858140945435,-0.004752439446747303,0.0023976960219442844,0.9999858736991882,-0.0047583733685314655,0.0023995456285774708,0.9999858140945435,0.0603442091206846,0.019670942461474418,0.015285522222385863,0.019670942461474418,0.0024574780293168193,0.0003052553458347892,0.0001858595525827946,0.0003052553458347892,7.050565085424776,-0.14452858,-0.00030929295,-0.06496348,0.011304932,2.0676826613096377,0.011602681,-0.3911341599128429,0.008350187918328231,-0.0005286412,-0.00077694544,-0.0001979135,-0.2229389998815466,0.00026589318,0.00215222268348203,-0.114016235,0.03958893,-1.7689629,3.9326172,0.04067326665921018,4.31234,-0.00011939579325199459,0.006587326526641846,0.0676651,-0.021156311,-0.068847656,-0.0043854202390885555,0.09882386
1,91,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,10,1,1,0.41492912,1,0,,0,-106.166214,117.660034,182.60034,-100.486725,119.31787,249.69637,0.07101323,0.028998848,0.9970538,81.455826,0.2988112,0.24,0.33509022,0.57,2,,,,24.709433,169.42503,71.209045,30.422098,,,0.7193201,0.05508853,0.7193201,0.0,0.1715575,0.054033842,0,52,11,0.132929,-106.19096,117.60934,182.54153,-103.9456,120.378746,206.3331,0.004624207,0.0104573425,0.13243534,24.521776,2,1,0.132929,0,2.0,1.7291741,0.1288051,0.14441982,2.2140543,0.059377793,0.02518446,0.9979177,-102.6831,119.07138,240.65498,58.17612,0.04360935,1.9149107,0.12783258,79,0.5760709,1.8007385,0.12817253,88,0.6287351,1.7291741,0.1288051,143,0.30062598,0.736551,0.22531179,0.736551,0.0,0.03813722,-106.13747,117.60625,182.6,0,52,11,0.132929,-106.19096,117.60934,182.54153,-103.9456,120.378746,206.3331,0.004624207,0.0104573425,0.13243534,24.521776,2,1,0.132929,0,1,0,1,0,True,True,0.31694135069847107,-0.0028737105894833803,0.01051627192646265,0.9999405145645142,-0.0028785092290490866,0.010516601614654064,0.9999405145645142,-0.002876281039789319,0.01052108034491539,0.9999405145645142,-0.0028785092290490866,0.010516601614654064,0.9999405145645142,0.06399936020669002,0.07797310380295333,0.0762373874126328,0.07797310380295333,0.0005275751451059415,0.0008081823712195817,0.0018421072610159388,0.0008081823712195817,-0.3472078037166189,-0.031023301,-0.00050378405,-2.6272615e-05,0.00032031987,-0.17921235547550488,0.00032811286,1.279321260418141,1.384290539972473,-0.00023306838,0.0004310655,0.00032215886,-0.022260450150950406,0.00033713333,-0.0002806072261136402,-0.0041238964,0.053497314,-0.0030899048,0.05847168,-0.013973743596263313,0.07931234,0.0010339248897963571,0.18401235342025757,0.024749756,0.050697327,0.058807373,-0.0017357163903205242,0.0814928
1,5,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,1,1,1,0.5834846,1,0,,0,-51.451893,129.27887,75.53461,-48.208126,129.69418,83.87727,0.39250454,0.029648032,0.9192721,8.964254,0.10664492,,0.12734799,,2,,,,13.931347,240.6143,115.99022,21.167372,,,,,,,,,0,52,11,0.032442227,-51.122887,122.29802,31.781414,-50.548645,122.64371,33.558903,-0.0041713007,0.004059404,0.03191173,2.2063959,2,1,0.032442227,0,2.0,1.8735913,0.025555836,0.9389245,3.2807312,0.36370233,0.045271236,0.93041456,-48.61877,129.63152,82.782234,7.7896767,0.026602665,1.9965738,0.02505312,18,0.59475034,2.1937313,0.025619518,22,0.70422333,1.8735913,0.025555836,37,0.32243693,,,,,,-51.451893,129.27887,75.53461,0,52,11,0.032442227,-51.122887,122.29802,31.781414,-50.548645,122.64371,33.558903,-0.0041713007,0.004059404,0.03191173,2.2063959,2,1,0.032442227,0,0,1,1,0,True,True,0.1501227170228958,0.0020357053726911545,0.011671653017401695,0.9999298453330994,0.0020736141595989466,0.0110852662473917,0.9999363422393799,0.0020357053726911545,0.011671653017401695,0.9999298453330994,0.0020736141595989466,0.0110852662473917,0.9999363422393799,0.3719565738787013,0.17441639640174458,0.40181503894495585,0.17441639640174458,0.0035356931779289237,0.000986927561512457,0.024238112145229234,0.000986927561512457,2.58252552245122,-0.21226628,0.006435595,0.05708065,1.3766912,1.1325780233525158,0.32505184,23.559160256994506,3.627386307213844,0.006435595,0.05708065,1.3766912,1.303768723781159,0.32505184,0.0025487656164164666,-0.006886391,-0.3290062,6.98085,43.753193,0.1975401774769567,44.307816,0.023251184583716777,0.11768049001693726,-0.3290062,6.98085,43.753193,0.22739864254321127,44.307816
1,5,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
